Localidade;Ano;Total;Federal;Estadual;Municipal;Particular
Buriti Alegre;2008;104;;61;22;29
Buriti Alegre;2009;115;;59;30;34
Buriti Alegre;2010;123;;62;32;34
Buriti Alegre;2011;111;;57;45;17
Buriti Alegre;2012;98;;49;39;15
Buriti Alegre;2013;111;;54;52;14
Buriti Alegre;2014;103;;54;49;
Buriti Alegre;2015;98;;54;47;
Buriti Alegre;2016;122;;65;50;16
Buriti Alegre;2017;127;;65;56;19
Buriti Alegre;2018;116;7;57;49;20
Buriti de Goiás;2000;43;;;;
Buriti de Goiás;2001;35;;;;
Buriti de Goiás;2002;33;;17;16;
Buriti de Goiás;2003;44;;27;17;
Buriti de Goiás;2004;38;;20;18;
Buriti de Goiás;2005;32;;16;16;
Buriti de Goiás;2006;35;;18;17;
Buriti de Goiás;2007;26;;14;15;
Buriti de Goiás;2008;29;;15;15;
Buriti de Goiás;2009;25;;13;14;
Buriti de Goiás;2010;23;;11;13;
Buriti de Goiás;2011;25;;11;15;
Buriti de Goiás;2012;24;;11;13;
Buriti de Goiás;2013;24;;11;14;
Buriti de Goiás;2014;27;;15;13;
Buriti de Goiás;2015;27;;14;13;
Buriti de Goiás;2016;24;;10;15;
Buriti de Goiás;2017;25;;9;16;
Buriti de Goiás;2018;25;0;10;15;0
Buritinópolis;2000;57;;;;
Buritinópolis;2001;66;;;;
Buritinópolis;2002;61;;42;19;
Buritinópolis;2003;69;;50;19;
Buritinópolis;2004;61;;43;18;
Buritinópolis;2005;82;;64;18;
Buritinópolis;2006;56;;21;35;
Buritinópolis;2007;42;;18;24;
Buritinópolis;2008;54;;25;29;
Buritinópolis;2009;47;;25;23;
Buritinópolis;2010;49;;26;23;
Buritinópolis;2011;43;;19;24;
Buritinópolis;2012;43;;19;24;
Buritinópolis;2013;36;;16;20;
Buritinópolis;2014;37;;17;20;
Buritinópolis;2015;37;;17;20;
Buritinópolis;2016;36;;17;19;
Buritinópolis;2017;49;;18;32;
Buritinópolis;2018;45;8;17;30;0
Cabeceiras;2000;114;;;;
Cabeceiras;2001;127;;;;
Cabeceiras;2002;132;;82;45;5
Cabeceiras;2003;135;;91;40;4
Cabeceiras;2004;124;;80;40;4
Cabeceiras;2005;131;;84;42;5
Cabeceiras;2006;123;;82;36;5
Cabeceiras;2007;101;;72;38;4
Cabeceiras;2008;99;;60;42;5
Cabeceiras;2009;105;;59;54;6
Cabeceiras;2010;103;;57;52;6
Cabeceiras;2011;106;;57;51;7
Cabeceiras;2012;89;;42;51;5
Cabeceiras;2013;91;;43;50;3
Cabeceiras;2014;102;;42;58;4
Cabeceiras;2015;85;;41;46;4
Cabeceiras;2016;86;;38;48;4
Cabeceiras;2017;91;;41;51;4
Cabeceiras;2018;91;14;45;46;5
Cachoeira Alta;2000;123;;;;
Cachoeira Alta;2001;125;;;;
Cachoeira Alta;2002;122;;73;41;8
Cachoeira Alta;2003;119;;58;46;15
Cachoeira Alta;2004;111;;58;40;13
Cachoeira Alta;2005;114;;55;43;16
Cachoeira Alta;2006;115;;53;47;15
Cachoeira Alta;2007;108;;54;55;12
Cachoeira Alta;2008;91;;51;37;12
Cachoeira Alta;2009;91;;54;41;13
Cachoeira Alta;2010;83;;49;38;11
Cachoeira Alta;2011;84;;46;40;10
Cachoeira Alta;2012;82;;45;41;9
Cachoeira Alta;2013;91;;39;52;12
Cachoeira Alta;2014;92;;44;49;10
Cachoeira Alta;2015;91;;41;50;10
Cachoeira Alta;2016;92;;43;48;8
Cachoeira Alta;2017;92;;44;51;9
Cachoeira Alta;2018;97;10;46;54;9
Cachoeira de Goiás;2000;17;;;;
Cachoeira de Goiás;2001;19;;;;
Cachoeira de Goiás;2002;18;;16;2;
Cachoeira de Goiás;2003;19;;16;3;
Cachoeira de Goiás;2004;28;;25;3;
Cachoeira de Goiás;2005;17;;13;4;
Cachoeira de Goiás;2006;20;;17;3;
Cachoeira de Goiás;2007;22;;18;4;
Cachoeira de Goiás;2008;19;;16;3;
Cachoeira de Goiás;2009;18;;15;3;
Cachoeira de Goiás;2010;19;;16;3;
Cachoeira de Goiás;2011;17;;13;4;
Cachoeira de Goiás;2012;16;;13;3;
Cachoeira de Goiás;2013;15;;11;4;
Cachoeira de Goiás;2014;17;;11;6;
Cachoeira de Goiás;2015;15;;8;7;
Cachoeira de Goiás;2016;17;;10;7;
Cachoeira de Goiás;2017;16;;9;7;
Cachoeira de Goiás;2018;16;0;9;7;0
Cachoeira Dourada;2000;149;;;;
Cachoeira Dourada;2001;158;;;;
Cachoeira Dourada;2002;151;;24;104;23
Cachoeira Dourada;2003;153;;23;120;10
Cachoeira Dourada;2004;176;;26;139;11
Cachoeira Dourada;2005;167;;28;129;10
Cachoeira Dourada;2006;162;;29;123;10
Cachoeira Dourada;2007;133;;31;107;9
Cachoeira Dourada;2008;107;;30;83;10
Cachoeira Dourada;2009;117;;31;94;11
Cachoeira Dourada;2010;108;;27;90;11
Cachoeira Dourada;2011;103;;26;89;11
Cachoeira Dourada;2012;95;;22;85;
Cachoeira Dourada;2013;96;;22;88;
Cachoeira Dourada;2014;87;;20;80;
Cachoeira Dourada;2015;88;;23;75;
Cachoeira Dourada;2016;92;;22;76;
Cachoeira Dourada;2017;77;;26;58;
Cachoeira Dourada;2018;85;0;35;57;0
Caçu;2000;184;;;;
Caçu;2001;179;;;;
Caçu;2002;178;;66;82;30
Caçu;2003;185;;47;90;48
Caçu;2004;182;;44;93;45
Caçu;2005;171;;39;86;46
Caçu;2006;170;;37;85;48
Caçu;2007;122;;34;67;41
Caçu;2008;119;;29;70;42
Caçu;2009;127;;36;74;39
Caçu;2010;121;;38;71;36
Caçu;2011;130;;38;80;39
Caçu;2012;132;;31;92;35
Caçu;2013;122;;31;82;37
Caçu;2014;117;;31;79;33
Caçu;2015;114;;27;80;37
Caçu;2016;111;;21;79;38
Caçu;2017;105;;19;78;33
Caçu;2018;107;9;21;74;32
Caiapônia;2000;183;;;;
Caiapônia;2001;174;;;;
Caiapônia;2002;202;;121;58;23
Caiapônia;2003;197;;113;66;18
Caiapônia;2004;172;;93;66;13
Caiapônia;2005;184;;100;70;14
Caiapônia;2006;183;;79;74;30
Caiapônia;2007;142;;75;69;7
Caiapônia;2008;161;;69;77;23
Caiapônia;2009;172;;84;77;25
Caiapônia;2010;175;;89;74;24
Caiapônia;2011;166;;83;76;13
Caiapônia;2012;159;;73;72;17
Caiapônia;2013;160;;76;74;12
Caiapônia;2014;154;;69;74;13
Caiapônia;2015;154;;71;74;12
Caiapônia;2016;153;;69;71;15
Caiapônia;2017;141;;60;71;14
Caiapônia;2018;166;19;80;74;16
Caldas Novas;2000;579;;;;
Caldas Novas;2001;654;;;;
Caldas Novas;2002;676;;229;236;211
Caldas Novas;2003;705;;217;260;228
Caldas Novas;2004;717;;231;229;257
Caldas Novas;2005;772;;230;274;268
Caldas Novas;2006;843;;238;360;245
Caldas Novas;2007;610;;204;325;145
Caldas Novas;2008;741;;204;363;241
Caldas Novas;2009;745;;206;379;235
Caldas Novas;2010;740;;205;366;239
Caldas Novas;2011;806;;204;391;284
Caldas Novas;2012;807;;190;402;286
Caldas Novas;2013;822;;191;431;265
Caldas Novas;2014;877;;189;467;293
Caldas Novas;2015;756;;187;354;287
Caldas Novas;2016;872;;210;412;314
Caldas Novas;2017;856;;234;425;260
Caldas Novas;2018;896;22;245;408;307
Caldazinha;2000;41;;;;
Caldazinha;2001;35;;;;
Caldazinha;2002;41;;21;20;
Caldazinha;2003;41;;22;19;
Caldazinha;2004;40;;17;23;
Caldazinha;2005;43;;19;24;
Caldazinha;2006;45;;24;21;
Caldazinha;2007;40;;20;20;
Caldazinha;2008;41;;18;24;
Caldazinha;2009;33;;20;15;
Caldazinha;2010;36;;17;21;
Caldazinha;2011;31;;16;16;
Caldazinha;2012;34;;19;16;
Caldazinha;2013;38;;19;20;
Caldazinha;2014;31;;17;15;
Caldazinha;2015;34;;19;17;
Caldazinha;2016;34;;17;20;
Caldazinha;2017;34;;15;22;
Caldazinha;2018;39;0;20;21;0
Campestre de Goiás;2000;39;;;;
Campestre de Goiás;2001;41;;;;
Campestre de Goiás;2002;48;;21;27;
Campestre de Goiás;2003;39;;15;24;
Campestre de Goiás;2004;42;;17;25;
Campestre de Goiás;2005;41;;16;25;
Campestre de Goiás;2006;54;;18;36;
Campestre de Goiás;2007;29;;13;19;
Campestre de Goiás;2008;34;;14;23;
Campestre de Goiás;2009;32;;13;25;
Campestre de Goiás;2010;36;;16;27;
Campestre de Goiás;2011;35;;13;27;
Campestre de Goiás;2012;31;;13;25;
Campestre de Goiás;2013;33;;16;23;
Campestre de Goiás;2014;29;;11;24;
Campestre de Goiás;2015;33;;12;25;
Campestre de Goiás;2016;29;;12;20;
Campestre de Goiás;2017;31;;12;22;
Campestre de Goiás;2018;33;0;14;23;0
Campinaçu;2000;55;;;;
Campinaçu;2001;59;;;;
Campinaçu;2002;56;;29;27;
Campinaçu;2003;66;;32;34;
Campinaçu;2004;66;;34;32;
Campinaçu;2005;72;;32;40;
Campinaçu;2006;82;;42;40;
Campinaçu;2007;47;;25;28;
Campinaçu;2008;50;;23;31;
Campinaçu;2009;51;;22;34;
Campinaçu;2010;55;;31;30;
Campinaçu;2011;61;;27;41;
Campinaçu;2012;56;;22;40;
Campinaçu;2013;58;;23;41;
Campinaçu;2014;48;;21;34;
Campinaçu;2015;50;;17;39;
Campinaçu;2016;52;;20;36;
Campinaçu;2017;57;;25;35;
Campinaçu;2018;60;7;31;32;0
Campinorte;2000;122;;;;
Campinorte;2001;133;;;;
Campinorte;2002;134;;67;60;7
Campinorte;2003;127;;59;61;7
Campinorte;2004;135;;63;65;7
Campinorte;2005;122;;56;59;7
Campinorte;2006;115;;51;57;7
Campinorte;2007;111;;49;61;8
Campinorte;2008;113;;51;60;13
Campinorte;2009;118;;56;59;9
Campinorte;2010;122;;59;57;10
Campinorte;2011;117;;57;58;7
Campinorte;2012;118;;53;59;11
Campinorte;2013;113;;53;58;10
Campinorte;2014;114;;47;59;12
Campinorte;2015;111;;44;55;17
Campinorte;2016;111;;49;54;14
Campinorte;2017;106;;47;52;13
Campinorte;2018;112;19;49;51;15
Campo Alegre de Goiás;2000;70;;;;
Campo Alegre de Goiás;2001;72;;;;
Campo Alegre de Goiás;2002;83;;36;47;
Campo Alegre de Goiás;2003;74;;26;48;
Campo Alegre de Goiás;2004;76;;22;54;
Campo Alegre de Goiás;2005;79;;24;55;
Campo Alegre de Goiás;2006;89;;27;62;
Campo Alegre de Goiás;2007;83;;25;63;
Campo Alegre de Goiás;2008;82;;23;63;
Campo Alegre de Goiás;2009;71;;23;53;
Campo Alegre de Goiás;2010;73;;22;54;
Campo Alegre de Goiás;2011;71;;22;54;
Campo Alegre de Goiás;2012;76;;17;59;
Campo Alegre de Goiás;2013;76;;23;59;
Campo Alegre de Goiás;2014;79;;21;63;
Campo Alegre de Goiás;2015;73;;21;58;
Campo Alegre de Goiás;2016;62;;18;48;
Campo Alegre de Goiás;2017;89;;21;72;
Campo Alegre de Goiás;2018;85;3;22;70;0
Campo Limpo de Goiás;2000;0;;;;
Campo Limpo de Goiás;2001;53;;;;
Campo Limpo de Goiás;2002;56;;26;30;
Campo Limpo de Goiás;2003;58;;26;32;
Campo Limpo de Goiás;2004;72;;37;35;
Campo Limpo de Goiás;2005;65;;26;39;
Campo Limpo de Goiás;2006;62;;25;37;
Campo Limpo de Goiás;2007;53;;24;35;
Campo Limpo de Goiás;2008;62;;23;43;
Campo Limpo de Goiás;2009;65;;25;46;
Campo Limpo de Goiás;2010;70;;25;49;
Campo Limpo de Goiás;2011;67;;20;51;
Campo Limpo de Goiás;2012;73;;21;57;
Campo Limpo de Goiás;2013;71;;20;59;
Campo Limpo de Goiás;2014;73;;23;56;
Campo Limpo de Goiás;2015;76;;22;59;
Campo Limpo de Goiás;2016;73;;24;51;
Campo Limpo de Goiás;2017;71;;28;48;
Campo Limpo de Goiás;2018;79;0;35;47;0
Campos Belos;2000;261;;;;
Campos Belos;2001;275;;;;
Campos Belos;2002;295;;156;109;30
Campos Belos;2003;303;;148;120;35
Campos Belos;2004;322;;147;148;27
Campos Belos;2005;343;;137;168;38
Campos Belos;2006;340;;132;173;35
Campos Belos;2007;277;;106;156;31
Campos Belos;2008;253;;103;156;11
Campos Belos;2009;270;;100;170;19
Campos Belos;2010;289;;106;182;19
Campos Belos;2011;287;;95;189;21
Campos Belos;2012;290;;88;196;23
Campos Belos;2013;279;;91;179;24
Campos Belos;2014;270;;83;168;28
Campos Belos;2015;272;12;77;165;30
Campos Belos;2016;291;23;82;171;25
Campos Belos;2017;299;23;78;180;26
Campos Belos;2018;301;43;79;176;27
Campos Verdes;2000;190;;;;
Campos Verdes;2001;148;;;;
Campos Verdes;2002;167;;73;94;
Campos Verdes;2003;160;;89;71;
Campos Verdes;2004;126;;58;68;
Campos Verdes;2005;108;;49;59;
Campos Verdes;2006;109;;50;59;
Campos Verdes;2007;76;;43;42;
Campos Verdes;2008;72;;40;38;
Campos Verdes;2009;72;;40;40;
Campos Verdes;2010;62;;39;32;
Campos Verdes;2011;64;;39;29;
Campos Verdes;2012;58;;31;27;
Campos Verdes;2013;48;;25;27;
Campos Verdes;2014;50;;28;26;
Campos Verdes;2015;49;;26;26;
Campos Verdes;2016;49;;26;25;
Campos Verdes;2017;49;;27;23;
Campos Verdes;2018;54;0;29;27;0
Carmo do Rio Verde;2000;82;;;;
Carmo do Rio Verde;2001;94;;;;
Carmo do Rio Verde;2002;93;;54;35;4
Carmo do Rio Verde;2003;104;;42;55;7
Carmo do Rio Verde;2004;103;;40;53;10
Carmo do Rio Verde;2005;94;;39;55;
Carmo do Rio Verde;2006;90;;44;46;
Carmo do Rio Verde;2007;88;;40;45;5
Carmo do Rio Verde;2008;93;;39;51;7
Carmo do Rio Verde;2009;106;;42;62;7
Carmo do Rio Verde;2010;94;;36;53;7
Carmo do Rio Verde;2011;85;;34;47;6
Carmo do Rio Verde;2012;87;;30;54;7
Carmo do Rio Verde;2013;82;;28;51;8
Carmo do Rio Verde;2014;84;;28;50;7
Carmo do Rio Verde;2015;81;;30;46;7
Carmo do Rio Verde;2016;76;;27;45;6
Carmo do Rio Verde;2017;77;;29;46;7
Carmo do Rio Verde;2018;75;8;29;41;7
Castelândia;2000;49;;;;
Castelândia;2001;50;;;;
Castelândia;2002;47;;20;27;
Castelândia;2003;44;;18;26;
Castelândia;2004;43;;20;23;
Castelândia;2005;45;;15;30;
Castelândia;2006;48;;16;32;
Castelândia;2007;39;;16;25;
Castelândia;2008;42;;18;25;
Castelândia;2009;38;;16;24;
Castelândia;2010;36;;17;23;
Castelândia;2011;36;;15;23;
Castelândia;2012;36;;15;22;
Castelândia;2013;38;;15;25;
Castelândia;2014;38;;15;25;
Castelândia;2015;40;;15;27;
Castelândia;2016;37;;16;23;
Castelândia;2017;41;;14;29;
Castelândia;2018;42;0;17;26;0
Catalão;2000;1041;;;;
Catalão;2001;1095;;;;
Catalão;2002;1139;;658;246;235
Catalão;2003;1139;;546;271;322
Catalão;2004;1146;;525;250;371
Catalão;2005;1153;;512;250;391
Catalão;2006;1196;;507;266;423
Catalão;2007;892;;406;252;314
Catalão;2008;955;;394;282;376
Catalão;2009;991;;395;299;388
Catalão;2010;987;;385;300;384
Catalão;2011;1037;;408;318;403
Catalão;2012;1026;;334;361;433
Catalão;2013;1046;;354;363;422
Catalão;2014;1143;;341;426;477
Catalão;2015;1167;13;327;413;506
Catalão;2016;1137;16;325;408;474
Catalão;2017;1133;16;321;434;455
Catalão;2018;1172;70;339;445;460
Caturaí;2000;46;;;;
Caturaí;2001;48;;;;
Caturaí;2002;49;;32;17;
Caturaí;2003;50;;31;19;
Caturaí;2004;48;;33;15;
Caturaí;2005;43;;25;18;
Caturaí;2006;48;;26;22;
Caturaí;2007;45;;29;16;
Caturaí;2008;41;;25;16;
Caturaí;2009;40;;26;15;
Caturaí;2010;42;;25;17;
Caturaí;2011;42;;24;19;
Caturaí;2012;43;;22;22;
Caturaí;2013;43;;20;24;
Caturaí;2014;46;;21;26;
Caturaí;2015;41;;17;25;
Caturaí;2016;44;;19;26;
Caturaí;2017;43;;19;25;
Caturaí;2018;43;0;19;25;0
Cavalcante;2000;125;;;;
Cavalcante;2001;126;;;;
Cavalcante;2002;142;;37;98;7
Cavalcante;2003;149;;37;112;
Cavalcante;2004;161;;36;125;
Cavalcante;2005;161;;45;116;
Cavalcante;2006;168;;51;117;
Cavalcante;2007;131;;47;95;
Cavalcante;2008;149;;58;109;
Cavalcante;2009;154;;59;108;
Cavalcante;2010;170;;64;119;
Cavalcante;2011;165;;64;112;
Cavalcante;2012;155;;54;109;
Cavalcante;2013;150;;53;103;
Cavalcante;2014;164;;55;116;
Cavalcante;2015;154;;57;101;4
Cavalcante;2016;150;;65;95;3
Cavalcante;2017;147;;68;89;4
Cavalcante;2018;157;85;73;92;4
Ceres;2000;434;;;;
Ceres;2001;368;;;;
Ceres;2002;392;25;230;52;85
Ceres;2003;370;26;216;38;90
Ceres;2004;377;30;161;35;151
Ceres;2005;380;38;141;36;165
Ceres;2006;391;38;142;33;178
Ceres;2007;334;47;120;33;150
Ceres;2008;343;52;114;38;159
Ceres;2009;352;57;117;40;157
Ceres;2010;343;53;114;41;151
Ceres;2011;338;53;106;41;157
Ceres;2012;308;58;85;45;144
Ceres;2013;328;59;97;55;141
Ceres;2014;328;62;95;54;137
Ceres;2015;389;104;100;61;141
Ceres;2016;378;87;109;46;148
Ceres;2017;383;74;119;60;142
Ceres;2018;373;84;100;65;132
Cezarina;2000;116;;;;
Cezarina;2001;99;;;;
Cezarina;2002;94;;39;40;15
Cezarina;2003;93;;38;41;14
Cezarina;2004;109;;44;48;17
Cezarina;2005;129;;43;61;25
Cezarina;2006;114;;45;48;21
Cezarina;2007;78;;25;38;20
Cezarina;2008;99;;39;47;20
Cezarina;2009;92;;41;46;18
Cezarina;2010;96;;38;43;21
Cezarina;2011;90;;39;44;17
Cezarina;2012;87;;37;45;15
Cezarina;2013;79;;33;36;16
Cezarina;2014;73;;28;35;15
Cezarina;2015;81;;31;36;16
Cezarina;2016;78;;28;38;14
Cezarina;2017;72;;34;35;4
Cezarina;2018;63;11;33;32;0
Chapadão do Céu;2000;51;;;;
Chapadão do Céu;2001;78;;;;
Chapadão do Céu;2002;93;;12;57;24
Chapadão do Céu;2003;87;;12;49;26
Chapadão do Céu;2004;97;;12;51;34
Chapadão do Céu;2005;106;;11;58;37
Chapadão do Céu;2006;114;;12;67;35
Chapadão do Céu;2007;80;;12;52;25
Chapadão do Céu;2008;93;;10;64;25
Chapadão do Céu;2009;101;;13;67;28
Chapadão do Céu;2010;99;;14;61;29
Chapadão do Céu;2011;92;;14;56;29
Chapadão do Céu;2012;106;;13;73;28
Chapadão do Céu;2013;106;;18;66;28
Chapadão do Céu;2014;107;;19;69;27
Chapadão do Céu;2015;113;;19;72;27
Chapadão do Céu;2016;112;;13;77;28
Chapadão do Céu;2017;126;;16;86;31
Chapadão do Céu;2018;132;0;18;89;30
Cidade Ocidental;2000;483;;;;
Cidade Ocidental;2001;504;;;;
Cidade Ocidental;2002;503;;147;228;128
Cidade Ocidental;2003;544;;120;271;153
Cidade Ocidental;2004;508;;127;265;116
Cidade Ocidental;2005;492;;109;259;124
Cidade Ocidental;2006;482;;94;267;121
Cidade Ocidental;2007;456;;81;290;97
Cidade Ocidental;2008;520;;85;300;147
Cidade Ocidental;2009;490;;94;310;105
Cidade Ocidental;2010;518;;113;309;114
Cidade Ocidental;2011;558;;98;341;136
Cidade Ocidental;2012;511;;90;351;86
Cidade Ocidental;2013;594;;93;353;165
Cidade Ocidental;2014;656;;97;406;167
Cidade Ocidental;2015;643;;94;416;153
Cidade Ocidental;2016;651;;95;397;171
Cidade Ocidental;2017;633;;90;398;161
Cidade Ocidental;2018;675;0;128;419;145
Cocalzinho de Goiás;2000;192;;;;
Cocalzinho de Goiás;2001;190;;;;
Cocalzinho de Goiás;2002;198;;66;104;28
Cocalzinho de Goiás;2003;204;;80;108;16
Cocalzinho de Goiás;2004;219;;80;118;21
Cocalzinho de Goiás;2005;228;;75;137;16
Cocalzinho de Goiás;2006;194;;66;122;6
Cocalzinho de Goiás;2007;154;;50;95;13
Cocalzinho de Goiás;2008;157;;53;102;11
Cocalzinho de Goiás;2009;165;;55;113;11
Cocalzinho de Goiás;2010;158;;49;109;12
Cocalzinho de Goiás;2011;172;;52;111;16
Cocalzinho de Goiás;2012;160;;49;108;11
Cocalzinho de Goiás;2013;151;;49;103;6
Cocalzinho de Goiás;2014;149;;42;107;8
Cocalzinho de Goiás;2015;146;;38;108;8
Cocalzinho de Goiás;2016;154;;40;110;7
Cocalzinho de Goiás;2017;159;;47;115;5
Cocalzinho de Goiás;2018;157;3;48;112;4
Colinas do Sul;2000;61;;;;
Colinas do Sul;2001;60;;;;
Colinas do Sul;2002;56;;28;28;
Colinas do Sul;2003;59;;31;28;
Colinas do Sul;2004;56;;29;27;
Colinas do Sul;2005;59;;26;33;
Colinas do Sul;2006;62;;27;35;
Colinas do Sul;2007;50;;26;29;
Colinas do Sul;2008;57;;26;36;
Colinas do Sul;2009;53;;26;33;
Colinas do Sul;2010;50;;26;30;
Colinas do Sul;2011;47;;24;28;
Colinas do Sul;2012;43;;23;25;
Colinas do Sul;2013;51;;28;25;
Colinas do Sul;2014;55;;33;27;
Colinas do Sul;2015;58;;40;22;
Colinas do Sul;2016;62;;42;22;
Colinas do Sul;2017;66;;44;22;
Colinas do Sul;2018;69;17;48;22;0
Córrego do Ouro;2000;43;;;;
Córrego do Ouro;2001;45;;;;
Córrego do Ouro;2002;45;;23;22;
Córrego do Ouro;2003;50;;21;29;
Córrego do Ouro;2004;50;;18;32;
Córrego do Ouro;2005;47;;15;32;
Córrego do Ouro;2006;50;;18;32;
Córrego do Ouro;2007;45;;14;33;
Córrego do Ouro;2008;49;;15;36;
Córrego do Ouro;2009;45;;13;33;
Córrego do Ouro;2010;44;;12;32;
Córrego do Ouro;2011;39;;10;29;
Córrego do Ouro;2012;39;;11;30;
Córrego do Ouro;2013;39;;13;28;
Córrego do Ouro;2014;39;;13;28;
Córrego do Ouro;2015;33;;12;22;
Córrego do Ouro;2016;32;;11;21;
Córrego do Ouro;2017;31;;11;20;
Córrego do Ouro;2018;31;0;11;20;0
Corumbá de Goiás;2000;126;;;;
Corumbá de Goiás;2001;127;;;;
Corumbá de Goiás;2002;130;;76;42;12
Corumbá de Goiás;2003;138;;87;43;8
Corumbá de Goiás;2004;134;;61;46;27
Corumbá de Goiás;2005;133;;47;49;37
Corumbá de Goiás;2006;131;;47;50;34
Corumbá de Goiás;2007;108;;42;45;27
Corumbá de Goiás;2008;108;;40;47;27
Corumbá de Goiás;2009;109;;45;49;17
Corumbá de Goiás;2010;104;;44;44;16
Corumbá de Goiás;2011;105;;40;46;19
Corumbá de Goiás;2012;95;;31;49;15
Corumbá de Goiás;2013;90;;33;50;7
Corumbá de Goiás;2014;92;;32;52;8
Corumbá de Goiás;2015;87;;28;52;8
Corumbá de Goiás;2016;85;;29;46;10
Corumbá de Goiás;2017;85;;33;45;7
Corumbá de Goiás;2018;86;10;35;43;9
Corumbaíba;2000;135;;;;
Corumbaíba;2001;140;;;;
Corumbaíba;2002;128;;30;98;
Corumbaíba;2003;134;;38;96;
Corumbaíba;2004;142;;40;102;
Corumbaíba;2005;137;;35;102;
Corumbaíba;2006;123;;38;85;
Corumbaíba;2007;108;;36;77;
Corumbaíba;2008;112;;33;82;
Corumbaíba;2009;113;;30;90;
Corumbaíba;2010;121;;38;93;
Corumbaíba;2011;119;;36;92;
Corumbaíba;2012;108;;31;86;
Corumbaíba;2013;118;;32;98;
Corumbaíba;2014;107;;27;91;
Corumbaíba;2015;104;;24;91;
Corumbaíba;2016;102;;24;88;
Corumbaíba;2017;113;;23;97;
Corumbaíba;2018;112;34;26;94;0
Cristalina;2000;549;;;;
Cristalina;2001;592;;;;
Cristalina;2002;574;;176;218;180
Cristalina;2003;587;;157;248;182
Cristalina;2004;587;;166;253;168
Cristalina;2005;585;;146;275;164
Cristalina;2006;595;;149;312;134
Cristalina;2007;444;;107;260;103
Cristalina;2008;504;;113;295;132
Cristalina;2009;496;;127;297;123
Cristalina;2010;555;;123;324;159
Cristalina;2011;530;;111;313;157
Cristalina;2012;544;;95;332;168
Cristalina;2013;580;;99;334;200
Cristalina;2014;578;;95;341;189
Cristalina;2015;602;13;79;358;199
Cristalina;2016;635;14;82;392;192
Cristalina;2017;640;15;84;385;203
Cristalina;2018;663;173;120;387;202
Cristianópolis;2000;46;;;;
Cristianópolis;2001;49;;;;
Cristianópolis;2002;53;;20;31;2
Cristianópolis;2003;56;;21;32;3
Cristianópolis;2004;58;;22;32;4
Cristianópolis;2005;56;;19;33;4
Cristianópolis;2006;51;;17;29;5
Cristianópolis;2007;48;;18;32;2
Cristianópolis;2008;43;;15;30;1
Cristianópolis;2009;34;;15;22;
Cristianópolis;2010;41;;14;32;
Cristianópolis;2011;41;;15;31;
Cristianópolis;2012;41;;12;32;
Cristianópolis;2013;37;;10;29;
Cristianópolis;2014;36;;10;29;
Cristianópolis;2015;38;;10;29;
Cristianópolis;2016;35;;10;29;
Cristianópolis;2017;35;;7;30;
Cristianópolis;2018;37;0;11;28;0
Crixás;2000;273;;;;
Crixás;2001;272;;;;
Crixás;2002;305;;112;148;45
Crixás;2003;295;;104;148;43
Crixás;2004;281;;129;106;46
Crixás;2005;281;;103;130;48
Crixás;2006;273;;95;126;52
Crixás;2007;245;;93;116;56
Crixás;2008;232;;80;111;59
Crixás;2009;227;;83;115;47
Crixás;2010;236;;86;122;50
Crixás;2011;244;;77;127;57
Crixás;2012;227;;65;121;57
Crixás;2013;235;;61;136;55
Crixás;2014;247;;67;152;51
Crixás;2015;229;;63;130;50
Crixás;2016;215;;66;115;48
Crixás;2017;212;;62;113;52
Crixás;2018;211;23;62;110;51
Cromínia;2000;53;;;;
Cromínia;2001;60;;;;
Cromínia;2002;66;;34;32;
Cromínia;2003;55;;29;26;
Cromínia;2004;55;;28;27;
Cromínia;2005;55;;39;16;
Cromínia;2006;60;;39;21;
Cromínia;2007;51;;34;17;
Cromínia;2008;47;;32;15;
Cromínia;2009;47;;31;16;
Cromínia;2010;54;;34;20;
Cromínia;2011;53;;39;16;
Cromínia;2012;43;;26;19;
Cromínia;2013;53;;32;22;
Cromínia;2014;53;;30;23;
Cromínia;2015;52;;30;24;
Cromínia;2016;56;;33;25;
Cromínia;2017;51;;31;24;
Cromínia;2018;54;9;30;26;0
Cumari;2000;40;;;;
Cumari;2001;48;;;;
Cumari;2002;47;;37;10;
Cumari;2003;47;;37;10;
Cumari;2004;54;;44;10;
Cumari;2005;49;;41;8;
Cumari;2006;45;;37;8;
Cumari;2007;46;;36;10;
Cumari;2008;41;;28;13;
Cumari;2009;38;;25;13;
Cumari;2010;35;;23;13;
Cumari;2011;35;;23;12;
Cumari;2012;34;;23;11;
Cumari;2013;33;;22;11;
Cumari;2014;31;;21;12;
Cumari;2015;35;;21;14;
Cumari;2016;30;;18;15;
Cumari;2017;28;;16;13;
Cumari;2018;28;0;15;14;0
Damianópolis;2000;62;;;;
Damianópolis;2001;62;;;;
Damianópolis;2002;70;;39;31;
Damianópolis;2003;77;;41;36;
Damianópolis;2004;67;;38;29;
Damianópolis;2005;73;;39;34;
Damianópolis;2006;67;;38;29;
Damianópolis;2007;55;;33;23;
Damianópolis;2008;57;;31;26;
Damianópolis;2009;48;;32;16;
Damianópolis;2010;40;;26;14;
Damianópolis;2011;42;;25;17;
Damianópolis;2012;39;;20;19;
Damianópolis;2013;42;;22;21;
Damianópolis;2014;39;;23;16;
Damianópolis;2015;38;;21;17;
