Localidade;Ano;Total;Federal;Estadual;Municipal;Particular
Quirinópolis;2008;452;;176;203;133
Quirinópolis;2009;432;;182;198;111
Quirinópolis;2010;445;;188;209;113
Quirinópolis;2011;440;;178;201;124
Quirinópolis;2012;428;;149;205;128
Quirinópolis;2013;427;;146;221;119
Quirinópolis;2014;472;;139;239;164
Quirinópolis;2015;455;;131;248;145
Quirinópolis;2016;461;;146;250;128
Quirinópolis;2017;471;;159;250;115
Quirinópolis;2018;483;45;160;249;131
Rialma;2000;130;;;;
Rialma;2001;125;;;;
Rialma;2002;133;;77;40;16
Rialma;2003;136;;76;45;15
Rialma;2004;118;;64;38;16
Rialma;2005;128;;73;42;13
Rialma;2006;134;;74;47;13
Rialma;2007;101;;55;42;7
Rialma;2008;94;;56;37;5
Rialma;2009;96;;56;43;
Rialma;2010;86;;51;38;
Rialma;2011;93;;46;51;
Rialma;2012;89;;42;49;
Rialma;2013;85;;41;47;
Rialma;2014;86;;44;44;
Rialma;2015;96;;43;57;
Rialma;2016;91;;31;63;
Rialma;2017;109;;44;68;
Rialma;2018;127;0;66;65;0
Rianápolis;2000;53;;;;
Rianápolis;2001;51;;;;
Rianápolis;2002;51;;33;18;
Rianápolis;2003;51;;30;21;
Rianápolis;2004;48;;32;16;
Rianápolis;2005;46;;31;15;
Rianápolis;2006;44;;29;15;
Rianápolis;2007;46;;29;18;
Rianápolis;2008;48;;30;21;
Rianápolis;2009;49;;32;20;
Rianápolis;2010;52;;32;21;
Rianápolis;2011;49;;27;24;
Rianápolis;2012;39;;25;17;
Rianápolis;2013;44;;24;24;
Rianápolis;2014;45;;28;21;
Rianápolis;2015;48;;27;27;
Rianápolis;2016;49;;28;25;
Rianápolis;2017;54;;28;29;
Rianápolis;2018;49;0;27;24;0
Rio Quente;2000;43;;;;
Rio Quente;2001;44;;;;
Rio Quente;2002;62;;9;53;
Rio Quente;2003;36;;17;19;
Rio Quente;2004;45;;12;33;
Rio Quente;2005;42;;11;31;
Rio Quente;2006;37;;12;25;
Rio Quente;2007;32;;12;24;
Rio Quente;2008;34;;10;25;
Rio Quente;2009;39;;11;29;
Rio Quente;2010;41;;14;30;
Rio Quente;2011;44;;13;33;
Rio Quente;2012;38;;13;29;
Rio Quente;2013;51;;15;37;4
Rio Quente;2014;48;;13;34;6
Rio Quente;2015;49;;13;37;5
Rio Quente;2016;47;;12;33;5
Rio Quente;2017;49;;12;35;5
Rio Quente;2018;45;0;13;29;5
Rio Verde;2000;1694;;;;
Rio Verde;2001;1746;;;;
Rio Verde;2002;1718;46;633;616;423
Rio Verde;2003;1673;47;551;593;482
Rio Verde;2004;1737;55;587;603;492
Rio Verde;2005;1752;63;537;641;511
Rio Verde;2006;1780;63;559;679;479
Rio Verde;2007;1289;31;448;630;294
Rio Verde;2008;1393;44;460;629;385
Rio Verde;2009;1431;56;450;674;392
Rio Verde;2010;1475;56;461;723;363
Rio Verde;2011;1455;58;445;723;378
Rio Verde;2012;1467;57;430;774;369
Rio Verde;2013;1499;49;423;770;398
Rio Verde;2014;1512;55;408;733;418
Rio Verde;2015;1520;83;388;725;418
Rio Verde;2016;1557;108;406;723;400
Rio Verde;2017;1625;79;434;807;373
Rio Verde;2018;1705;159;469;824;418
Rubiataba;2000;229;;;;
Rubiataba;2001;239;;;;
Rubiataba;2002;268;;180;61;27
Rubiataba;2003;269;;179;63;27
Rubiataba;2004;270;;176;63;31
Rubiataba;2005;257;;165;65;27
Rubiataba;2006;258;;163;62;33
Rubiataba;2007;218;;134;63;34
Rubiataba;2008;223;;127;71;39
Rubiataba;2009;219;;121;69;44
Rubiataba;2010;236;;134;76;39
Rubiataba;2011;233;;121;84;43
Rubiataba;2012;221;;113;87;30
Rubiataba;2013;220;;119;89;24
Rubiataba;2014;214;;113;99;7
Rubiataba;2015;202;;114;94;7
Rubiataba;2016;234;;124;111;10
Rubiataba;2017;235;;139;101;5
Rubiataba;2018;244;37;146;98;7
Sanclerlândia;2000;125;;;;
Sanclerlândia;2001;113;;;;
Sanclerlândia;2002;128;;82;24;22
Sanclerlândia;2003;114;;74;21;19
Sanclerlândia;2004;97;;65;21;11
Sanclerlândia;2005;102;;69;20;13
Sanclerlândia;2006;106;;73;19;14
Sanclerlândia;2007;90;;60;19;12
Sanclerlândia;2008;76;;57;20;
Sanclerlândia;2009;91;;55;25;13
Sanclerlândia;2010;92;;52;29;12
Sanclerlândia;2011;93;;51;33;12
Sanclerlândia;2012;83;;45;39;
Sanclerlândia;2013;83;;43;40;
Sanclerlândia;2014;87;;45;42;
Sanclerlândia;2015;86;;41;47;
Sanclerlândia;2016;85;;41;44;
Sanclerlândia;2017;88;;43;45;
Sanclerlândia;2018;86;4;43;43;0
Santa Bárbara de Goiás;2000;55;;;;
Santa Bárbara de Goiás;2001;58;;;;
Santa Bárbara de Goiás;2002;64;;40;24;
Santa Bárbara de Goiás;2003;56;;34;22;
Santa Bárbara de Goiás;2004;58;;35;23;
Santa Bárbara de Goiás;2005;58;;36;22;
Santa Bárbara de Goiás;2006;54;;33;21;
Santa Bárbara de Goiás;2007;40;;22;20;
Santa Bárbara de Goiás;2008;52;;30;23;
Santa Bárbara de Goiás;2009;55;;33;25;
Santa Bárbara de Goiás;2010;68;;37;34;
Santa Bárbara de Goiás;2011;65;;29;39;
Santa Bárbara de Goiás;2012;63;;25;39;
Santa Bárbara de Goiás;2013;63;;26;41;
Santa Bárbara de Goiás;2014;55;;27;29;
Santa Bárbara de Goiás;2015;60;;25;36;
Santa Bárbara de Goiás;2016;66;;24;42;
Santa Bárbara de Goiás;2017;62;;22;42;
Santa Bárbara de Goiás;2018;63;0;23;40;0
Santa Cruz de Goiás;2000;44;;;;
Santa Cruz de Goiás;2001;40;;;;
Santa Cruz de Goiás;2002;42;;28;14;
Santa Cruz de Goiás;2003;52;;40;12;
Santa Cruz de Goiás;2004;45;;25;20;
Santa Cruz de Goiás;2005;42;;26;16;
Santa Cruz de Goiás;2006;40;;24;16;
Santa Cruz de Goiás;2007;36;;24;12;
Santa Cruz de Goiás;2008;39;;23;17;
Santa Cruz de Goiás;2009;37;;23;17;
Santa Cruz de Goiás;2010;37;;20;19;
Santa Cruz de Goiás;2011;40;;23;22;
Santa Cruz de Goiás;2012;32;;14;20;
Santa Cruz de Goiás;2013;32;;15;18;
Santa Cruz de Goiás;2014;35;;17;19;
Santa Cruz de Goiás;2015;33;;14;19;
Santa Cruz de Goiás;2016;33;;14;20;
Santa Cruz de Goiás;2017;33;;14;20;
Santa Cruz de Goiás;2018;36;0;18;19;0
Santa Fé de Goiás;2000;52;;;;
Santa Fé de Goiás;2001;51;;;;
Santa Fé de Goiás;2002;49;;26;23;
Santa Fé de Goiás;2003;60;;33;27;
Santa Fé de Goiás;2004;54;;27;27;
Santa Fé de Goiás;2005;51;;23;28;
Santa Fé de Goiás;2006;60;;28;28;4
Santa Fé de Goiás;2007;52;;24;28;3
Santa Fé de Goiás;2008;57;;27;30;3
Santa Fé de Goiás;2009;51;;27;28;
Santa Fé de Goiás;2010;56;;27;31;
Santa Fé de Goiás;2011;53;;26;31;
Santa Fé de Goiás;2012;61;;23;42;
Santa Fé de Goiás;2013;56;;22;35;
Santa Fé de Goiás;2014;52;;20;33;
Santa Fé de Goiás;2015;50;;19;32;
Santa Fé de Goiás;2016;48;;18;31;
Santa Fé de Goiás;2017;45;;16;29;
Santa Fé de Goiás;2018;45;0;15;30;0
Santa Helena de Goiás;2000;388;;;;
Santa Helena de Goiás;2001;396;;;;
Santa Helena de Goiás;2002;396;;227;117;52
Santa Helena de Goiás;2003;383;;214;109;60
Santa Helena de Goiás;2004;397;;196;115;86
Santa Helena de Goiás;2005;393;;190;105;98
Santa Helena de Goiás;2006;379;;195;101;83
Santa Helena de Goiás;2007;294;;154;80;93
Santa Helena de Goiás;2008;297;;155;84;94
Santa Helena de Goiás;2009;292;;148;86;97
Santa Helena de Goiás;2010;307;;138;87;112
Santa Helena de Goiás;2011;296;;129;94;106
Santa Helena de Goiás;2012;276;;114;89;103
Santa Helena de Goiás;2013;295;;113;109;106
Santa Helena de Goiás;2014;314;;117;125;102
Santa Helena de Goiás;2015;314;;115;122;107
Santa Helena de Goiás;2016;328;;123;125;105
Santa Helena de Goiás;2017;323;;127;122;105
Santa Helena de Goiás;2018;344;0;133;133;108
Santa Isabel;2000;61;;;;
Santa Isabel;2001;53;;;;
Santa Isabel;2002;58;;48;10;
Santa Isabel;2003;63;;50;13;
Santa Isabel;2004;52;;41;11;
Santa Isabel;2005;45;;37;8;
Santa Isabel;2006;46;;38;8;
Santa Isabel;2007;43;;34;10;
Santa Isabel;2008;41;;33;10;
Santa Isabel;2009;42;;32;13;
Santa Isabel;2010;42;;31;13;
Santa Isabel;2011;41;;30;12;
Santa Isabel;2012;41;;29;13;
Santa Isabel;2013;41;;26;15;
Santa Isabel;2014;38;;23;15;
Santa Isabel;2015;38;;24;15;
Santa Isabel;2016;39;;24;15;
Santa Isabel;2017;41;;25;16;
Santa Isabel;2018;39;8;22;17;0
Santa Rita do Araguaia;2000;81;;;;
Santa Rita do Araguaia;2001;71;;;;
Santa Rita do Araguaia;2002;67;;41;26;
Santa Rita do Araguaia;2003;63;;44;19;
Santa Rita do Araguaia;2004;73;;51;22;
Santa Rita do Araguaia;2005;70;;45;25;
Santa Rita do Araguaia;2006;71;;45;26;
Santa Rita do Araguaia;2007;61;;43;20;
Santa Rita do Araguaia;2008;63;;44;21;
Santa Rita do Araguaia;2009;64;;42;26;
Santa Rita do Araguaia;2010;66;;42;28;
Santa Rita do Araguaia;2011;61;;37;27;
Santa Rita do Araguaia;2012;54;;30;29;
Santa Rita do Araguaia;2013;61;;32;31;
Santa Rita do Araguaia;2014;55;;28;30;
Santa Rita do Araguaia;2015;52;;25;29;
Santa Rita do Araguaia;2016;50;;27;25;
Santa Rita do Araguaia;2017;58;;32;29;
Santa Rita do Araguaia;2018;56;0;32;26;0
Santa Rita do Novo Destino;2000;56;;;;
Santa Rita do Novo Destino;2001;57;;;;
Santa Rita do Novo Destino;2002;54;;35;19;
Santa Rita do Novo Destino;2003;55;;38;17;
Santa Rita do Novo Destino;2004;54;;39;15;
Santa Rita do Novo Destino;2005;49;;33;16;
Santa Rita do Novo Destino;2006;45;;32;13;
Santa Rita do Novo Destino;2007;41;;27;15;
Santa Rita do Novo Destino;2008;45;;30;16;
Santa Rita do Novo Destino;2009;39;;26;17;
Santa Rita do Novo Destino;2010;46;;28;24;
Santa Rita do Novo Destino;2011;38;;22;21;
Santa Rita do Novo Destino;2012;36;;17;23;
Santa Rita do Novo Destino;2013;34;;16;20;
Santa Rita do Novo Destino;2014;34;;17;19;
Santa Rita do Novo Destino;2015;34;;16;19;
Santa Rita do Novo Destino;2016;33;;14;20;
Santa Rita do Novo Destino;2017;36;;16;22;
Santa Rita do Novo Destino;2018;35;14;16;21;0
Santa Rosa de Goiás;2000;49;;;;
Santa Rosa de Goiás;2001;45;;;;
Santa Rosa de Goiás;2002;43;;28;15;
Santa Rosa de Goiás;2003;48;;25;23;
Santa Rosa de Goiás;2004;47;;25;22;
Santa Rosa de Goiás;2005;47;;23;24;
Santa Rosa de Goiás;2006;39;;23;16;
Santa Rosa de Goiás;2007;33;;19;14;
Santa Rosa de Goiás;2008;34;;18;16;
Santa Rosa de Goiás;2009;30;;16;14;
Santa Rosa de Goiás;2010;30;;16;14;
Santa Rosa de Goiás;2011;31;;15;16;
Santa Rosa de Goiás;2012;32;;15;17;
Santa Rosa de Goiás;2013;31;;12;19;
Santa Rosa de Goiás;2014;29;;13;16;
Santa Rosa de Goiás;2015;28;;14;14;
Santa Rosa de Goiás;2016;23;;9;14;
Santa Rosa de Goiás;2017;24;;9;15;
Santa Rosa de Goiás;2018;23;0;11;12;0
Santa Tereza de Goiás;2000;93;;;;
Santa Tereza de Goiás;2001;81;;;;
Santa Tereza de Goiás;2002;77;;56;21;
Santa Tereza de Goiás;2003;81;;58;23;
Santa Tereza de Goiás;2004;81;;53;28;
Santa Tereza de Goiás;2005;72;;47;25;
Santa Tereza de Goiás;2006;69;;48;21;
Santa Tereza de Goiás;2007;52;;32;23;
Santa Tereza de Goiás;2008;53;;31;25;
Santa Tereza de Goiás;2009;55;;31;30;
Santa Tereza de Goiás;2010;55;;33;28;
Santa Tereza de Goiás;2011;53;;30;30;
Santa Tereza de Goiás;2012;48;;23;29;
Santa Tereza de Goiás;2013;48;;19;31;
Santa Tereza de Goiás;2014;46;;18;31;
Santa Tereza de Goiás;2015;46;;19;29;
Santa Tereza de Goiás;2016;46;;26;23;
Santa Tereza de Goiás;2017;48;;24;26;
Santa Tereza de Goiás;2018;48;3;27;25;0
Santa Terezinha de Goiás;2000;253;;;;
Santa Terezinha de Goiás;2001;240;;;;
Santa Terezinha de Goiás;2002;260;;128;89;43
Santa Terezinha de Goiás;2003;225;;108;81;36
Santa Terezinha de Goiás;2004;218;;103;86;29
Santa Terezinha de Goiás;2005;199;;89;81;29
Santa Terezinha de Goiás;2006;184;;87;77;20
Santa Terezinha de Goiás;2007;147;;75;71;11
Santa Terezinha de Goiás;2008;145;;77;69;17
Santa Terezinha de Goiás;2009;146;;74;72;15
Santa Terezinha de Goiás;2010;145;;69;78;12
Santa Terezinha de Goiás;2011;136;;57;73;17
Santa Terezinha de Goiás;2012;137;;50;70;30
Santa Terezinha de Goiás;2013;122;;44;70;20
Santa Terezinha de Goiás;2014;129;;54;73;20
Santa Terezinha de Goiás;2015;120;;44;72;18
Santa Terezinha de Goiás;2016;122;;43;70;22
Santa Terezinha de Goiás;2017;115;;40;68;20
Santa Terezinha de Goiás;2018;121;10;48;63;21
Santo Antônio da Barra;2000;63;;;;
Santo Antônio da Barra;2001;61;;;;
Santo Antônio da Barra;2002;61;;24;37;
