Localidade;Ano;Total;Indústria de Transformação;Indústria de Extração de Minerais;Serviços Industriais de Utilidade Pública;Construção Civil;Comércio;Serviços;Administração Pública Direta e Indireta;Agricultura, Silvicultura, Criação de Animais, Extração Vegetal e Pesca;Atividade não especificada ou classificada
Porangatu;2002;1017;231;;;70;328;216;;172;
Porangatu;2003;957;167;;;87;351;197;;155;
Porangatu;2004;821;109;;;47;317;226;;122;
Porangatu;2005;1185;178;;;191;364;281;;171;
Porangatu;2006;1240;211;;;102;480;301;;146;
Porangatu;2007;1270;190;;;14;529;267;;270;
Porangatu;2008;1445;205;18;;92;617;273;;240;
Porangatu;2009;2054;445;;;437;577;342;;253;
Porangatu;2010;2601;394;;;470;801;635;;301;
Porangatu;2011;2757;475;;;314;830;829;;309;
Porangatu;2012;2166;385;;;30;730;676;;345;
Porangatu;2013;2496;631;;;36;756;788;;285;
Porangatu;2014;3273;472;;;801;913;816;;271;
Porangatu;2015;2359;454;;;250;747;646;;262;
Porangatu;2016;1712;260;;;86;632;525;;209;
Porangatu;2017;2004;343;;1;160;588;591;2;319;
Porangatu;2018;2190;309;8;0;297;773;550;1;252;2190
Porteirão;1999;181;34;;;1;2;;;142;2
Porteirão;2000;223;73;;;;9;6;;135;
Porteirão;2001;210;81;;;;7;6;;115;1
Porteirão;2002;128;88;;;;11;4;;25;
Porteirão;2003;65;29;;;;4;6;;26;
Porteirão;2004;71;13;;;;4;5;;49;
Porteirão;2005;96;8;;;;1;23;;64;
Porteirão;2006;136;85;;;;2;45;;4;
Porteirão;2007;483;423;;;;4;28;;28;
Porteirão;2008;223;177;;;6;3;9;;28;
Porteirão;2009;876;19;;;75;10;15;;757;
Porteirão;2010;1039;806;;;119;6;21;;87;
Porteirão;2011;958;766;;;16;10;24;;142;
Porteirão;2012;843;747;;;6;21;24;;45;
Porteirão;2013;647;383;;;1;52;87;;124;
Porteirão;2014;973;638;;;;39;140;;156;
Porteirão;2015;308;105;;;1;11;91;;100;
Porteirão;2016;253;75;;;3;14;25;;136;
Porteirão;2017;414;39;;;4;24;43;;304;
Porteirão;2018;463;6;0;0;9;21;66;0;361;463
Portelândia;1999;62;8;;;3;15;34;;2;
Portelândia;2000;62;10;;;4;6;18;;24;
Portelândia;2001;42;5;;;;1;17;;19;
Portelândia;2002;39;;2;;;2;15;;20;
Portelândia;2003;74;9;9;;;19;4;;33;
Portelândia;2004;80;5;9;;;9;16;;41;
Portelândia;2005;105;4;2;;;45;31;;23;
Portelândia;2006;199;;;;1;57;77;;64;
Portelândia;2007;135;4;;;;31;51;;49;
Portelândia;2008;175;7;;;1;75;35;;57;
Portelândia;2009;173;28;1;;16;57;30;;41;
Portelândia;2010;255;18;;;88;55;29;;65;
Portelândia;2011;234;12;1;;34;81;47;;59;
Portelândia;2012;248;2;;;7;58;88;;93;
Portelândia;2013;228;33;;;;66;56;;73;
Portelândia;2014;252;27;;;;63;59;;103;
Portelândia;2015;183;17;5;;;49;52;;60;
Portelândia;2016;228;31;;;;53;64;;80;
Portelândia;2017;257;26;2;;;40;117;;72;
Portelândia;2018;1454;244;21;3;104;220;515;0;347;1454
Posse;1999;646;40;8;;95;234;129;;140;
Posse;2000;429;16;;1;57;157;108;;86;4
Posse;2001;454;20;4;3;146;179;68;;32;2
Posse;2002;393;16;38;;38;213;66;;22;
Posse;2003;500;68;24;;28;275;87;;18;
Posse;2004;563;55;18;2;10;282;149;;47;
Posse;2005;522;41;29;2;20;214;169;;47;
Posse;2006;501;38;12;1;28;249;115;;58;
Posse;2007;505;11;22;;15;325;88;;44;
Posse;2008;648;79;14;;16;304;126;;109;
Posse;2009;797;66;13;;9;417;140;;152;
Posse;2010;1091;169;45;;53;452;187;;185;
Posse;2011;1174;92;14;;32;474;222;;340;
Posse;2012;1280;112;20;;15;445;317;;371;
Posse;2013;1000;105;13;;29;495;181;;177;
Posse;2014;1447;94;22;;147;562;405;;217;
Posse;2015;1303;66;42;;139;422;368;;266;
Posse;2016;1021;47;22;;25;388;347;;192;
Posse;2017;1443;66;36;;77;536;448;3;277;
Posse;2018;1478;97;36;0;114;423;578;4;226;1478
Professor Jamil;1999;117;11;;;;10;93;;3;
Professor Jamil;2000;16;8;;;;3;;;5;
Professor Jamil;2001;22;6;;;;6;2;;8;
Professor Jamil;2002;37;10;;;;13;;;14;
Professor Jamil;2003;30;6;;;;10;7;;7;
Professor Jamil;2004;26;6;;;;1;12;;7;
Professor Jamil;2005;25;1;;;;2;11;;11;
Professor Jamil;2006;125;10;;;89;;16;;10;
Professor Jamil;2007;31;5;;;;3;9;;14;
Professor Jamil;2008;50;9;3;;;4;20;;14;
Professor Jamil;2009;30;2;2;;;4;4;;18;
Professor Jamil;2010;45;4;;;;14;12;;15;
Professor Jamil;2011;53;1;7;;6;9;8;;22;
Professor Jamil;2012;52;1;12;;;4;22;;13;
Professor Jamil;2013;63;6;7;;;4;23;;23;
Professor Jamil;2014;91;2;11;;;14;36;;28;
Professor Jamil;2015;63;2;1;;;9;22;;29;
Professor Jamil;2016;96;1;2;;60;7;10;;16;
Professor Jamil;2017;56;;3;;8;12;9;;24;
Professor Jamil;2018;135;44;2;0;6;31;25;0;27;135
Quirinópolis;1999;1295;357;;1;133;467;215;;87;35
Quirinópolis;2000;1073;274;;;47;325;104;1;315;7
Quirinópolis;2001;1222;222;;;18;505;150;1;322;4
Quirinópolis;2002;1057;141;;;41;549;54;;272;
Quirinópolis;2003;1156;129;;;26;599;89;3;310;
Quirinópolis;2004;1986;323;;1;551;609;183;1;318;
Quirinópolis;2005;2600;423;;3;917;522;214;1;520;
Quirinópolis;2006;3608;824;;2;31;538;862;1;1350;
Quirinópolis;2007;5779;2339;;;310;649;410;1;2070;
Quirinópolis;2008;5490;1784;;;162;751;716;;2077;
Quirinópolis;2009;4540;1465;1;;168;683;827;;1396;
Quirinópolis;2010;5088;1210;;;247;811;1113;;1707;
Quirinópolis;2011;5353;2215;14;;115;916;1275;;818;
Quirinópolis;2012;5658;1966;2;;256;1253;1318;;863;
Quirinópolis;2013;6180;2052;2;2;161;1183;1541;;1239;
Quirinópolis;2014;5374;2096;1;1;92;1178;1069;;937;
Quirinópolis;2015;4516;1872;1;1;69;967;813;3;790;
Quirinópolis;2016;4046;1706;3;;85;786;839;;627;
Quirinópolis;2017;4310;1747;;1;30;865;972;4;691;
Quirinópolis;2018;4664;1792;2;0;24;914;1132;14;786;4664
Rialma;1999;280;45;;;2;161;61;2;9;
Rialma;2000;251;35;;;4;154;40;;18;
Rialma;2001;324;61;;;;217;36;2;8;
Rialma;2002;396;51;;;23;253;55;;14;
Rialma;2003;315;86;;;;177;44;1;7;
Rialma;2004;382;168;;;5;165;33;1;10;
Rialma;2005;355;94;;;6;181;56;;18;
Rialma;2006;281;54;;;;155;49;;23;
Rialma;2007;568;69;1;;7;389;86;1;15;
Rialma;2008;498;153;8;;2;235;75;;25;
Rialma;2009;558;215;1;;5;224;94;;19;
Rialma;2010;704;250;5;;23;277;118;;31;
Rialma;2011;534;115;3;;24;215;90;;87;
Rialma;2012;868;339;;;41;242;176;;70;
Rialma;2013;1125;298;;;211;362;165;;89;
Rialma;2014;970;342;;;65;341;182;;40;
Rialma;2015;767;266;1;;16;244;171;;69;
Rialma;2016;734;229;2;;31;288;128;;56;
Rialma;2017;787;306;1;;17;250;165;;48;
Rialma;2018;849;362;0;0;34;275;144;0;34;849
Rianápolis;1999;98;42;;;;37;18;;1;
Rianápolis;2000;112;54;;;;17;33;;8;
Rianápolis;2001;138;79;;;;35;15;;9;
Rianápolis;2002;170;70;;;33;41;18;;8;
Rianápolis;2003;160;84;;;1;21;42;;12;
Rianápolis;2004;188;92;;;;43;37;;16;
Rianápolis;2005;181;92;;;6;41;23;;19;
Rianápolis;2006;178;102;;;1;42;19;;14;
Rianápolis;2007;195;105;;;;45;34;;11;
Rianápolis;2008;326;85;;;154;40;25;;22;
Rianápolis;2009;790;268;;;376;50;49;;47;
Rianápolis;2010;843;153;;;483;60;88;;59;
Rianápolis;2011;277;143;;;12;38;82;;2;
Rianápolis;2012;12;;;;;7;2;;3;
Rianápolis;2013;19;9;;;;4;3;;3;
Rianápolis;2014;13;3;;;;5;2;;3;
Rianápolis;2015;14;2;;;;6;2;;4;
Rianápolis;2016;17;;;;;9;;;8;
Rianápolis;2017;15;;;;;7;3;;5;
Rianápolis;2018;148;63;0;0;1;30;16;0;38;148
Rio Quente;1999;691;88;;;159;49;394;;1;
Rio Quente;2000;346;1;;;36;4;301;;4;
Rio Quente;2001;476;6;;;176;23;258;;13;
Rio Quente;2002;560;9;;;220;16;305;;10;
Rio Quente;2003;828;4;;;454;26;326;;18;
Rio Quente;2004;734;9;;;349;33;335;;8;
Rio Quente;2005;1043;1;;;343;36;649;;14;
Rio Quente;2006;700;1;;;92;25;577;;5;
Rio Quente;2007;724;5;;;32;40;632;;15;
Rio Quente;2008;683;16;;;28;23;601;;15;
Rio Quente;2009;870;11;;;25;58;766;;10;
Rio Quente;2010;1046;10;;;10;79;928;;19;
Rio Quente;2011;1471;29;;;83;81;1249;;29;
Rio Quente;2012;1122;20;;;28;36;1017;;21;
Rio Quente;2013;1253;16;2;;30;53;1125;;27;
Rio Quente;2014;1345;2;;;48;63;1208;;24;
Rio Quente;2015;1257;;;;51;62;1130;;14;
Rio Quente;2016;1184;;;;45;73;1027;;39;
Rio Quente;2017;1269;;;;35;83;1134;;17;
Rio Quente;2018;1180;13;0;0;34;82;1002;0;49;1180
Rio Verde;1999;8048;1672;41;31;1002;2578;1945;22;649;108
Rio Verde;2000;8848;2248;3;7;1058;2440;1913;7;1155;17
Rio Verde;2001;12748;4739;15;148;1136;2486;2766;7;1428;23
Rio Verde;2002;11662;4756;30;128;724;2376;2179;1;1468;
Rio Verde;2003;13386;4681;33;15;1926;2820;2189;5;1714;3
Rio Verde;2004;15219;4855;41;36;2017;3514;2632;;2124;
Rio Verde;2005;15105;4147;16;74;1603;4192;2924;7;2142;
Rio Verde;2006;16467;5285;8;42;2144;4102;3180;4;1702;
Rio Verde;2007;21229;7042;38;176;3333;4248;3264;5;3123;
Rio Verde;2008;23347;6913;28;344;2141;5959;4077;3;3882;
Rio Verde;2009;21947;6016;22;233;1607;6073;4559;6;3431;
Rio Verde;2010;28023;7759;7;166;3014;6779;5898;3;4397;
Rio Verde;2011;30977;8041;49;8;3239;7418;7212;3;5007;
Rio Verde;2012;33896;8408;54;3;4173;7619;8183;1;5455;
Rio Verde;2013;33494;7447;58;6;3644;8042;9586;;4711;
Rio Verde;2014;32777;6903;57;50;2470;8279;10259;;4759;
Rio Verde;2015;28457;5182;32;45;2641;6989;9084;;4484;
Rio Verde;2016;23243;3246;20;123;2424;5757;7643;;4030;
Rio Verde;2017;26034;4549;15;594;1498;6183;8601;2;4592;
Rio Verde;2018;23683;4321;52;29;1365;6420;8051;3;3442;23683
Rubiataba;1999;1187;1030;;;7;47;72;;31;
Rubiataba;2000;1378;909;;;;65;64;;340;
Rubiataba;2001;1386;231;;;;75;68;;1012;
Rubiataba;2002;1258;300;;;;111;76;;771;
Rubiataba;2003;1099;266;;;3;54;72;;704;
Rubiataba;2004;1416;313;;;;87;103;;913;
Rubiataba;2005;1854;270;;;10;126;97;;1351;
Rubiataba;2006;1828;314;;;;151;106;;1257;
Rubiataba;2007;2379;335;;1;4;204;119;;1716;
Rubiataba;2008;2681;304;;;;161;136;;2080;
Rubiataba;2009;2213;201;;;;149;133;;1730;
Rubiataba;2010;1892;289;;;33;186;186;;1198;
Rubiataba;2011;2171;281;;;12;272;143;;1463;
Rubiataba;2012;2554;312;;;30;305;180;;1727;
Rubiataba;2013;2646;530;;;27;267;262;;1560;
Rubiataba;2014;2826;608;;1;30;296;228;;1663;
Rubiataba;2015;2343;407;;;14;176;301;;1445;
Rubiataba;2016;2183;372;;;32;154;248;;1377;
Rubiataba;2017;2644;380;;;10;183;162;;1909;
Rubiataba;2018;2239;417;0;1;13;182;174;1;1451;2239
Sanclerlândia;1999;94;50;;2;4;9;23;;6;
Sanclerlândia;2000;80;36;;;;19;10;;13;2
Sanclerlândia;2001;140;74;2;;;26;12;1;25;
Sanclerlândia;2002;158;50;23;;8;34;16;;27;
Sanclerlândia;2003;106;36;;;5;45;5;;15;
Sanclerlândia;2004;113;26;7;;;44;12;;24;
Sanclerlândia;2005;139;37;24;;;42;12;;24;
Sanclerlândia;2006;184;75;;;15;55;16;;23;
Sanclerlândia;2007;269;122;;;;87;33;;27;
Sanclerlândia;2008;377;210;19;;;110;18;;20;
Sanclerlândia;2009;280;142;14;;;89;9;;26;
Sanclerlândia;2010;438;228;19;;;113;40;;38;
Sanclerlândia;2011;520;281;14;;2;127;49;;47;
Sanclerlândia;2012;498;224;4;;83;114;38;;35;
Sanclerlândia;2013;562;302;2;;71;118;34;;35;
Sanclerlândia;2014;603;384;1;;9;116;56;;37;
Sanclerlândia;2015;490;337;;;;81;43;;29;
Sanclerlândia;2016;631;460;8;;3;78;55;;27;
Sanclerlândia;2017;919;633;1;;82;99;69;;35;
Sanclerlândia;2018;645;472;0;0;1;87;68;0;17;645
Santa Bárbara de Goiás;1999;395;72;49;;7;123;140;2;2;
Santa Bárbara de Goiás;2000;261;76;16;;2;12;143;7;5;
Santa Bárbara de Goiás;2001;349;83;;;2;17;236;3;8;
Santa Bárbara de Goiás;2002;204;79;1;;9;19;85;;11;
Santa Bárbara de Goiás;2003;349;78;1;;;21;211;3;35;
Santa Bárbara de Goiás;2004;336;163;32;;;37;89;;15;
Santa Bárbara de Goiás;2005;311;140;45;;;30;76;;20;
Santa Bárbara de Goiás;2006;301;114;35;;;30;105;;17;
Santa Bárbara de Goiás;2007;320;156;20;;;32;50;;62;
Santa Bárbara de Goiás;2008;388;253;20;;8;42;27;;38;
Santa Bárbara de Goiás;2009;382;184;16;;56;67;36;;23;
Santa Bárbara de Goiás;2010;488;204;16;;119;41;75;;33;
Santa Bárbara de Goiás;2011;750;321;25;;209;68;101;;26;
Santa Bárbara de Goiás;2012;567;192;16;;186;52;86;;35;
Santa Bárbara de Goiás;2013;634;283;37;;125;36;116;;37;
Santa Bárbara de Goiás;2014;577;337;18;;84;28;71;;39;
Santa Bárbara de Goiás;2015;400;245;2;;43;19;63;;28;
Santa Bárbara de Goiás;2016;254;113;7;;18;19;66;;31;
Santa Bárbara de Goiás;2017;264;111;20;;11;38;60;;24;
Santa Bárbara de Goiás;2018;199;75;16;0;14;8;55;0;31;199
Santa Cruz de Goiás;1999;47;1;;1;15;8;11;;9;2
Santa Cruz de Goiás;2000;55;1;;1;1;5;1;;46;
Santa Cruz de Goiás;2001;74;;;;;27;2;;45;
Santa Cruz de Goiás;2002;46;;;;;11;;;35;
Santa Cruz de Goiás;2003;53;1;;;;11;;;41;
Santa Cruz de Goiás;2004;47;;6;;;5;2;;34;
Santa Cruz de Goiás;2005;127;;2;;2;23;1;;99;
Santa Cruz de Goiás;2006;120;8;4;;;22;2;;84;
Santa Cruz de Goiás;2007;191;3;6;;;;6;;176;
Santa Cruz de Goiás;2008;146;5;4;;;4;;;133;
Santa Cruz de Goiás;2009;99;1;5;;;3;;;90;
Santa Cruz de Goiás;2010;100;4;1;;;1;4;;90;
Santa Cruz de Goiás;2011;96;6;1;;;5;2;;82;
Santa Cruz de Goiás;2012;162;;2;;;6;2;;152;
Santa Cruz de Goiás;2013;129;3;1;;;6;3;;116;
Santa Cruz de Goiás;2014;157;2;2;;;1;3;;149;
Santa Cruz de Goiás;2015;280;;1;;;2;13;;264;
Santa Cruz de Goiás;2016;257;;;;;3;5;;249;
Santa Cruz de Goiás;2017;291;5;;;1;8;13;;264;
Santa Cruz de Goiás;2018;308;0;0;0;0;4;37;0;267;308
Santa Fé de Goiás;1999;263;69;;;66;12;82;;33;1
Santa Fé de Goiás;2000;474;254;;;178;3;3;;36;
Santa Fé de Goiás;2001;300;168;;;78;13;3;;38;
Santa Fé de Goiás;2002;256;201;;;22;5;1;;27;
Santa Fé de Goiás;2003;275;234;;;;2;;;39;
Santa Fé de Goiás;2004;365;246;;;75;1;7;;36;
Santa Fé de Goiás;2005;551;461;;;46;9;;;35;
Santa Fé de Goiás;2006;425;331;;;42;5;6;;41;
Santa Fé de Goiás;2007;547;240;;;61;7;68;;171;
Santa Fé de Goiás;2008;333;165;;;16;6;34;;112;
Santa Fé de Goiás;2009;995;902;;;1;16;5;;71;
Santa Fé de Goiás;2010;552;400;;;;8;7;;137;
Santa Fé de Goiás;2011;794;614;;;20;23;18;;119;
Santa Fé de Goiás;2012;998;869;;;3;38;13;;75;
Santa Fé de Goiás;2013;853;739;;;1;23;19;;71;
Santa Fé de Goiás;2014;953;824;;;;37;21;;71;
Santa Fé de Goiás;2015;751;628;;;;31;15;;77;
Santa Fé de Goiás;2016;725;622;;;;20;22;;61;
Santa Fé de Goiás;2017;597;475;;;;31;26;;65;
Santa Fé de Goiás;2018;621;474;0;0;0;24;37;0;86;621
Santa Helena de Goiás;1999;2378;1044;;3;36;603;297;;352;43
Santa Helena de Goiás;2000;2798;303;;1;4;339;131;;1969;51
Santa Helena de Goiás;2001;2253;395;;3;18;275;134;;1426;2
Santa Helena de Goiás;2002;2152;400;;2;14;385;206;25;1120;
Santa Helena de Goiás;2003;2114;264;;1;14;417;226;15;1177;
Santa Helena de Goiás;2004;2340;278;;2;132;304;556;2;1066;
Santa Helena de Goiás;2005;2699;378;;;134;413;732;;1042;
Santa Helena de Goiás;2006;3115;873;;;265;474;334;;1169;
Santa Helena de Goiás;2007;3048;985;;1;6;459;447;;1150;
Santa Helena de Goiás;2008;3667;1288;;;32;533;424;;1390;
Santa Helena de Goiás;2009;3468;1097;;1;132;446;479;;1313;
Santa Helena de Goiás;2010;3906;944;;;130;557;671;;1604;
Santa Helena de Goiás;2011;5977;1831;;;1149;861;855;;1281;
Santa Helena de Goiás;2012;8467;1740;;;1567;706;903;;3551;
Santa Helena de Goiás;2013;9602;2421;;;2274;802;904;;3201;
Santa Helena de Goiás;2014;7544;1894;;;1312;999;821;;2518;
Santa Helena de Goiás;2015;4176;1081;;;107;697;768;;1523;
Santa Helena de Goiás;2016;4189;642;;28;76;592;807;;2044;
Santa Helena de Goiás;2017;4842;821;7;59;77;709;904;4;2261;
Santa Helena de Goiás;2018;4597;646;9;9;123;628;748;1;2433;4597
Santa Isabel;1999;32;15;;;2;13;2;;;
Santa Isabel;2000;13;;;;;3;1;;9;
Santa Isabel;2001;110;;;;;;2;;108;
Santa Isabel;2002;45;1;;;;2;;;42;
Santa Isabel;2003;20;;;;;1;;;19;
Santa Isabel;2004;29;3;;;;2;;;24;
Santa Isabel;2005;15;;;;;2;2;;11;
Santa Isabel;2006;20;;;;;2;2;;16;
Santa Isabel;2007;33;1;;;;6;5;;21;
Santa Isabel;2008;50;;;;;4;;;46;
Santa Isabel;2009;38;4;;;;3;1;;30;
Santa Isabel;2010;55;;;;;14;1;;40;
Santa Isabel;2011;59;3;;;;8;6;;42;
Santa Isabel;2012;67;;;;2;7;2;;56;
Santa Isabel;2013;52;;;;8;6;3;;35;
Santa Isabel;2014;48;1;;;1;5;2;;39;
Santa Isabel;2015;59;;;;;8;3;;48;
Santa Isabel;2016;44;;;;;5;;;39;
Santa Isabel;2017;112;;4;;;5;3;;100;
Santa Isabel;2018;299;0;0;1;63;12;158;0;65;299
Santa Rita do Araguaia;1999;227;103;;2;4;59;43;;14;2
Santa Rita do Araguaia;2000;124;50;;;;23;14;;37;
Santa Rita do Araguaia;2001;167;67;;1;;20;7;;72;
Santa Rita do Araguaia;2002;143;1;;;;44;9;;89;
Santa Rita do Araguaia;2003;167;2;;;;77;9;;79;
Santa Rita do Araguaia;2004;188;1;;1;;94;7;;85;
Santa Rita do Araguaia;2005;230;;;;;77;38;;115;
Santa Rita do Araguaia;2006;162;1;;;;37;56;;68;
Santa Rita do Araguaia;2007;249;;;;;77;44;;128;
Santa Rita do Araguaia;2008;240;4;;;2;75;25;;134;
Santa Rita do Araguaia;2009;263;;;7;;96;18;;142;
Santa Rita do Araguaia;2010;330;2;;29;2;122;25;;150;
Santa Rita do Araguaia;2011;432;9;;16;3;203;48;;153;
Santa Rita do Araguaia;2012;410;;;28;1;167;70;;144;
Santa Rita do Araguaia;2013;421;4;;;12;163;80;;162;
Santa Rita do Araguaia;2014;499;8;;69;;122;93;1;206;
Santa Rita do Araguaia;2015;371;10;;;;124;86;8;143;
Santa Rita do Araguaia;2016;323;7;;5;1;98;64;;148;
Santa Rita do Araguaia;2017;260;10;;;2;97;29;;122;
Santa Rita do Araguaia;2018;277;20;0;1;7;85;51;0;113;277
Santa Rita do Novo Destino;1999;3;;;;;;3;;;
Santa Rita do Novo Destino;2000;3;;;2;;;;;1;
Santa Rita do Novo Destino;2001;17;;;;;;4;;13;
Santa Rita do Novo Destino;2002;14;5;;;;;5;;4;
Santa Rita do Novo Destino;2003;11;4;;;;;2;;5;
Santa Rita do Novo Destino;2004;41;11;;;;;1;;29;
Santa Rita do Novo Destino;2005;56;1;1;;;;27;;27;
Santa Rita do Novo Destino;2006;26;2;;;;;9;;15;
Santa Rita do Novo Destino;2007;35;;2;;;4;11;;18;
Santa Rita do Novo Destino;2008;37;2;1;;;8;15;;11;
Santa Rita do Novo Destino;2009;131;;;;;5;11;;115;
Santa Rita do Novo Destino;2010;192;;;;;7;25;;160;
Santa Rita do Novo Destino;2011;137;2;;;8;8;15;;104;
Santa Rita do Novo Destino;2012;87;;;;;10;12;;65;
Santa Rita do Novo Destino;2013;244;;1;;;5;76;;162;
Santa Rita do Novo Destino;2014;247;2;;;2;1;24;;218;
Santa Rita do Novo Destino;2015;360;;;;3;4;118;;235;
Santa Rita do Novo Destino;2016;392;;;;3;4;143;;242;
Santa Rita do Novo Destino;2017;528;;1;;1;20;209;;297;
Santa Rita do Novo Destino;2018;599;66;49;0;0;7;156;0;321;599
Santa Rosa de Goiás;1999;9;5;;2;;2;;;;
Santa Rosa de Goiás;2000;32;2;;;23;3;2;;2;
Santa Rosa de Goiás;2001;7;;;;;2;2;;3;
Santa Rosa de Goiás;2002;11;5;;;;2;;;4;
Santa Rosa de Goiás;2003;16;3;;;;5;1;;7;
Santa Rosa de Goiás;2004;10;3;;;;;;;7;
Santa Rosa de Goiás;2005;13;;;;3;4;1;;5;
Santa Rosa de Goiás;2006;13;2;;;;;4;;7;
Santa Rosa de Goiás;2007;12;1;;;;4;1;;6;
Santa Rosa de Goiás;2008;21;1;;;;1;2;;17;
Santa Rosa de Goiás;2009;14;1;;;;5;;;8;
Santa Rosa de Goiás;2010;24;6;;;;6;4;;8;
Santa Rosa de Goiás;2011;38;13;;;;8;4;;13;
Santa Rosa de Goiás;2012;33;6;;;;9;2;;16;
Santa Rosa de Goiás;2013;20;;;;;4;3;;13;
Santa Rosa de Goiás;2014;73;43;;;;15;3;;12;
Santa Rosa de Goiás;2015;45;22;;;;11;2;;10;
Santa Rosa de Goiás;2016;61;14;;;;7;3;;37;
Santa Rosa de Goiás;2017;43;14;;;;2;6;;21;
Santa Rosa de Goiás;2018;107;58;0;0;0;19;11;0;19;107
Santa Tereza de Goiás;1999;17;1;;2;7;2;5;;;
Santa Tereza de Goiás;2000;21;;;2;;2;3;;14;
Santa Tereza de Goiás;2001;46;1;;;2;5;5;;33;
Santa Tereza de Goiás;2002;43;3;;;;10;3;;27;
Santa Tereza de Goiás;2003;41;1;;;;8;4;;28;
Santa Tereza de Goiás;2004;33;1;;1;;6;10;;15;
Santa Tereza de Goiás;2005;32;;;;;5;2;;25;
Santa Tereza de Goiás;2006;40;;;;9;4;1;;26;
Santa Tereza de Goiás;2007;77;4;;;;10;4;;59;
Santa Tereza de Goiás;2008;52;;;;;9;6;;37;
Santa Tereza de Goiás;2009;39;1;;;;7;3;;28;
Santa Tereza de Goiás;2010;58;;;;;11;15;;32;
Santa Tereza de Goiás;2011;47;;1;;4;11;7;;24;
Santa Tereza de Goiás;2012;32;2;;;;9;2;;19;
Santa Tereza de Goiás;2013;68;12;8;;;14;5;;29;
Santa Tereza de Goiás;2014;43;1;;;;8;4;;30;
Santa Tereza de Goiás;2015;53;;13;;;7;4;;29;
Santa Tereza de Goiás;2016;66;2;37;;;;3;;24;
Santa Tereza de Goiás;2017;34;;;;;2;2;;30;
Santa Tereza de Goiás;2018;99;0;0;0;0;8;10;0;81;99
Santa Terezinha de Goiás;1999;51;4;;;3;31;9;;2;2
Santa Terezinha de Goiás;2000;49;5;;;2;17;14;;11;
Santa Terezinha de Goiás;2001;61;2;;1;;23;14;;21;
Santa Terezinha de Goiás;2002;66;1;;;;18;22;;25;
Santa Terezinha de Goiás;2003;73;;;;;30;18;;25;
Santa Terezinha de Goiás;2004;96;5;;;;35;28;;28;
Santa Terezinha de Goiás;2005;107;1;;1;1;37;30;;37;
Santa Terezinha de Goiás;2006;107;4;;1;;39;26;;37;
Santa Terezinha de Goiás;2007;150;5;;;;62;43;;40;
Santa Terezinha de Goiás;2008;120;9;;;11;49;24;1;26;
Santa Terezinha de Goiás;2009;147;27;;;6;50;35;;29;
Santa Terezinha de Goiás;2010;198;39;;;3;84;48;;24;
Santa Terezinha de Goiás;2011;212;44;;;;80;48;1;39;
Santa Terezinha de Goiás;2012;186;30;;;1;58;46;;51;
Santa Terezinha de Goiás;2013;185;16;;;;93;42;;34;
Santa Terezinha de Goiás;2014;225;27;;;18;111;38;;31;
Santa Terezinha de Goiás;2015;182;11;;;19;76;42;;34;
Santa Terezinha de Goiás;2016;150;19;;;8;58;30;;35;
Santa Terezinha de Goiás;2017;172;22;;1;13;69;25;;42;
Santa Terezinha de Goiás;2018;250;19;1;0;20;113;61;0;36;250
Santo Antônio da Barra;1999;3;;;;;;3;;;
Santo Antônio da Barra;2000;24;;;;;;1;;23;
Santo Antônio da Barra;2001;70;;;;;6;8;;56;
Santo Antônio da Barra;2002;50;2;;;;1;;;47;
Santo Antônio da Barra;2003;93;5;;;;;3;;85;
Santo Antônio da Barra;2004;58;21;;;;3;;;34;
Santo Antônio da Barra;2005;35;1;;;;2;2;;30;
Santo Antônio da Barra;2006;67;2;;;;7;6;;52;
Santo Antônio da Barra;2007;236;6;;;;8;2;;220;
Santo Antônio da Barra;2008;302;3;;;;7;1;;291;
Santo Antônio da Barra;2009;192;1;;;;20;1;;170;
Santo Antônio da Barra;2010;280;3;;;149;17;10;;101;
Santo Antônio da Barra;2011;1123;132;;;1;41;43;;906;
Santo Antônio da Barra;2012;590;92;;;48;6;33;;411;
Santo Antônio da Barra;2013;982;82;;;82;7;25;;786;
Santo Antônio da Barra;2014;1967;70;;;24;18;55;;1800;
Santo Antônio da Barra;2015;575;59;;;6;10;60;;440;
Santo Antônio da Barra;2016;747;58;;;3;17;20;;649;
Santo Antônio da Barra;2017;601;53;;;;10;19;;519;
Santo Antônio da Barra;2018;556;57;0;0;8;52;34;0;405;556
Santo Antônio de Goiás;1999;169;47;;;34;39;48;;1;
Santo Antônio de Goiás;2000;223;67;;;3;59;83;;11;
Santo Antônio de Goiás;2001;191;34;;;42;29;71;;15;
Santo Antônio de Goiás;2002;158;12;;;40;44;59;;3;
Santo Antônio de Goiás;2003;171;5;;;81;15;49;;21;
Santo Antônio de Goiás;2004;195;1;;;83;14;65;;32;
Santo Antônio de Goiás;2005;276;12;;;38;79;114;;33;
Santo Antônio de Goiás;2006;375;9;;;73;49;224;;20;
Santo Antônio de Goiás;2007;623;32;;;139;24;392;;36;
Santo Antônio de Goiás;2008;684;40;;2;220;41;352;;29;
Santo Antônio de Goiás;2009;661;49;;1;314;19;254;;24;
Santo Antônio de Goiás;2010;613;46;;1;214;45;274;;33;
Santo Antônio de Goiás;2011;941;65;;2;275;70;502;;27;
Santo Antônio de Goiás;2012;960;62;;1;389;49;421;;38;
