Localidade;Ano;Cursos Presenciais Federal;na Educação de Jovens a Adultos Estadual;Educação de Jovens a Adultos Federal;Cursos Presenciais Estadual;Educação de Jovens a Adultos Municipal;Cursos Presenciais Municipal;Cursos Presenciais Particular;Educação de Jovens a Adultos Particular;Cursos Presenciais Comunitária/Confessional/Filantrópica;Educação profissional Estadual;Educação profissional Federal;Educação profissional Municipal;Educação profissional Particular;Ensino Médio Estadual;Ensino Médio Federal;Ensino Médio Municipal;Ensino Médio Particular
Morro Agudo de Goiás;2012;;;;;78;;;;;;;;;96;;;
Morro Agudo de Goiás;2013;;;;;69;;;;;;;;;89;;;
Morro Agudo de Goiás;2014;;;;;40;;;;;;;;;86;;;
Morro Agudo de Goiás;2015;;;;;69;;;;;;;;;104;;;
Morro Agudo de Goiás;2016;;;;;24;;;;;;;;;97;;;
Morro Agudo de Goiás;2017;;45;;;59;;;;;;;;;56;;;
Morro Agudo de Goiás;2018;;0;0;;25;;;0;;0;0;0;0;106;0;0;0
Mossâmedes;2002;;;;;89;;;;;;;;;284;;;
Mossâmedes;2003;;;;;52;;;;;;;;;292;;;
Mossâmedes;2004;;;;;28;;;;;;;;;293;;;
Mossâmedes;2005;;;;;20;;;;;;;;;291;;;
Mossâmedes;2006;;;;;;;;;;;;;;272;;;
Mossâmedes;2007;;;;;;;;;;;;;;249;;;
Mossâmedes;2008;;;;;17;;;;;;;;;229;;;
Mossâmedes;2009;;;;;17;;;;;;;;;230;;;
Mossâmedes;2010;; ; ;;14;;; ;; ; ; ; ;245; ; ; 
Mossâmedes;2011;;;;;33;;;;;;;;;231;;;
Mossâmedes;2012;;;;;43;;;;;;;;;208;;;
Mossâmedes;2013;;;;;27;;;;;;;;;188;;;
Mossâmedes;2014;;;;;17;;;;;;;;;186;;;
Mossâmedes;2015;;;;;12;;;;;;;;;182;;;
Mossâmedes;2016;;;;;9;;;;;;;;;195;;;
Mossâmedes;2017;;;;;;;;;;;;;;147;;;
Mossâmedes;2018;;20;0;;0;;;0;;0;0;0;0;196;0;0;0
Mozarlândia;2002;;;;;431;;;;;;;;;454;;;35
Mozarlândia;2003;;172;;;306;;;;;;;;;433;;;38
Mozarlândia;2004;;164;;;300;;;;;;;;;490;;;41
Mozarlândia;2005;;137;;;254;;;;;;;;;505;;;33
Mozarlândia;2006;;106;;;224;;;;;;;;;537;;;45
Mozarlândia;2007;;94;;;166;;;;;;;;;607;;;33
Mozarlândia;2008;;60;;;94;;;;;;;;;571;;;34
Mozarlândia;2009;;93;;;179;;;;;;;;;536;;;22
Mozarlândia;2010;;96; ;;84;;; ;; ; ; ; ;596; ; ;15
Mozarlândia;2011;;125;;;58;;;;;;;;;593;;;14
Mozarlândia;2012;;58;;;149;;;;;;;;;549;;;
Mozarlândia;2013;;40;;;168;;;;;;;;;489;;;
Mozarlândia;2014;;48;;;131;;;;;;;;;465;;;
Mozarlândia;2015;;49;;;102;;;;;;;;;521;;;
Mozarlândia;2016;;151;;;;;;;;;;;;437;;;
Mozarlândia;2017;;185;;;;;;;;;;;;420;;;
Mozarlândia;2018;;174;0;;0;;;0;;0;0;0;0;434;0;0;7
Mundo Novo;2002;;;;;132;;;;;;;;;303;;;
Mundo Novo;2003;;198;;;72;;;;;;;;;287;;;
Mundo Novo;2004;;170;;;45;;;;;;;;;309;;;
Mundo Novo;2005;;83;;;78;;;;;;;;;261;;;
Mundo Novo;2006;;98;;;81;;;;;;;;;302;;;
Mundo Novo;2007;;71;;;86;;;;;;;;;197;;;
Mundo Novo;2008;;92;;;31;;;;;;;;;332;;;
Mundo Novo;2009;;112;;;50;;;;;;;;;300;;;
Mundo Novo;2010;;93; ;;62;;; ;; ; ; ; ;282; ; ; 
Mundo Novo;2011;;73;;;41;;;;;;;;;316;;;
Mundo Novo;2012;;51;;;25;;;;;;;;;281;;;
Mundo Novo;2013;;39;;;37;;;;;;;;;256;;;
Mundo Novo;2014;;69;;;24;;;;;;;;;222;;;
Mundo Novo;2015;;52;;;15;;;;;;;;;217;;;
Mundo Novo;2016;;;;;14;;;;;;;;;220;;;
Mundo Novo;2017;;29;;;;;;;;;;;;171;;;
Mundo Novo;2018;;24;0;;0;;;0;;0;0;0;0;232;0;0;0
Mutunópolis;2002;;77;;;31;;;;;;;;;185;;;
Mutunópolis;2003;;40;;;;;;;;;;;;185;;;
Mutunópolis;2004;;112;;;;;;;;;;;;152;;;
Mutunópolis;2005;;98;;;;;;;;;;;;181;;;
Mutunópolis;2006;;30;;;;;;;;;;;;196;;;
Mutunópolis;2007;;;;;;;;;;;;;;204;;;
Mutunópolis;2008;;;;;;;;;;;;;;188;;;
Mutunópolis;2009;;;;;;;;;;;;;;164;;;
Mutunópolis;2010;; ; ;; ;;; ;; ; ; ; ;202; ; ; 
Mutunópolis;2011;;;;;;;;;;;;;;199;;;
Mutunópolis;2012;;;;;;;;;;;;;;190;;;
Mutunópolis;2013;;;;;;;;;;;;;;190;;;
Mutunópolis;2014;;;;;;;;;;;;;;180;;;
Mutunópolis;2015;;;;;;;;;;;;;;177;;;
Mutunópolis;2016;;;;;;;;;;;;;;181;;;
Mutunópolis;2017;;11;;;;;;;;;;;;160;;;
Mutunópolis;2018;;12;0;;0;;;0;;30;0;0;0;154;0;0;0
Nazário;2002;;162;;;;;;;;;;;;329;;;
Nazário;2003;;270;;;;;;;;;;;;347;;;
Nazário;2004;;309;;;;;;;;;;;;367;;;
Nazário;2005;;217;;;30;;;;;;;;;368;;;
Nazário;2006;;147;;;28;;;;;;;;;388;;;
Nazário;2007;;116;;;18;;;;;;;;;362;;;
Nazário;2008;;124;;;;;;;;;;;;309;;;
Nazário;2009;;65;;;;;;;;;;;;375;;;
Nazário;2010;;59; ;; ;;; ;; ; ; ; ;330; ; ; 
Nazário;2011;;76;;;;;;;;;;;;368;;;
Nazário;2012;;13;;;;;;;;;;;;324;;;
Nazário;2013;;;;;;;;;;;;;;293;;;
Nazário;2014;;;;;;;;;;;;;;317;;;
Nazário;2015;;;;;;;;;;;;;;280;;;
Nazário;2016;;21;;;;;;;;;;;;270;;;
Nazário;2017;;16;;;;;;;;;;;;216;;;
Nazário;2018;;0;0;;0;;;0;;0;0;0;0;253;0;0;0
Nerópolis;2002;;303;;;196;;;;;;;;;1150;;;
Nerópolis;2003;;642;;;511;;;;;;;;;1152;;;
Nerópolis;2004;;561;;;455;;;;;;;;;1234;;;
Nerópolis;2005;;501;;;376;;;;;;;;;1067;;;
Nerópolis;2006;;437;;;376;;;;;;;;;1124;;;
Nerópolis;2007;;243;;;256;;;;;;;;;1137;;;
Nerópolis;2008;;204;;;281;;;;;;;;;1093;;;
Nerópolis;2009;;132;;;318;54;;;;;;;;1049;;;
Nerópolis;2010;;190; ;;329;40;; ;; ; ; ; ;1010; ; ; 
Nerópolis;2011;;147;;;290;36;;;;;;;;1032;;;
Nerópolis;2012;;152;;;261;35;;;;;;;;998;;;
Nerópolis;2013;;148;;;257;23;;;;;;;;1079;;;
Nerópolis;2014;;156;;;217;;;;;;;;;1094;;;
Nerópolis;2015;;127;;;160;;;;;;;;;1085;;;
Nerópolis;2016;;146;;;175;;;;;;;;;991;;;
Nerópolis;2017;;236;;;243;;;;;;;;;920;;;
Nerópolis;2018;;263;0;;159;;;0;;0;0;0;0;961;0;0;0
Niquelândia;2002;;790;;632;1180;;;;;;;;;2542;;90;178
Niquelândia;2003;;825;;414;1293;;;;;;;;;2189;;;190
Niquelândia;2004;;796;;520;1392;;;;;;;;430;2357;;;196
Niquelândia;2005;;659;;380;1311;;;;;;;;404;2240;;;208
Niquelândia;2006;;621;;183;927;;;;;;;;539;2138;;;207
Niquelândia;2007;;620;;245;562;;;;;;;;548;1904;;;207
Niquelândia;2008;;560;;205;580;;;;;;;;620;1946;;;184
Niquelândia;2009;;551;;205;299;;;;;;;;781;1938;;;243
Niquelândia;2010;;519; ;183;418;;; ;; ; ; ;465;1878; ; ;259
Niquelândia;2011;;372;;192;385;;;;;;;;396;1679;;;256
Niquelândia;2012;;324;;188;367;;;;;;;;;1706;;;257
Niquelândia;2013;;313;;166;388;;;;;;;;619;1483;;;127
Niquelândia;2014;;300;;;321;;;23;;;;;720;1305;;;290
Niquelândia;2015;;358;;;344;;;;;;;;882;1268;;;252
Niquelândia;2016;;319;;;290;;;;;;;;880;1281;;;216
Niquelândia;2017;;453;;;313;;;;;;;;830;1248;;;187
Niquelândia;2018;;437;0;;196;;;0;;30;0;0;540;1223;0;0;174
Nova América;2002;;;;;;;;;;;;;;110;;;
Nova América;2003;;;;;;;;;;;;;;104;;;
Nova América;2004;;;;;48;;;;;;;;;99;;;
Nova América;2005;;;;;45;;;;;;;;;102;;;
Nova América;2006;;;;;99;;;;;;;;;108;;;
Nova América;2007;;;;;82;;;;;;;;;96;;;
Nova América;2008;;;;;61;;;;;;;;;101;;;
Nova América;2009;;;;;99;;;;;;;;;95;;;
Nova América;2010;; ; ;;89;;; ;; ; ; ; ;109; ; ; 
Nova América;2011;;;;;76;;;;;;;;;107;;;
Nova América;2012;;;;;47;;;;;;;;;103;;;
Nova América;2013;;;;;49;;;;;;;;;92;;;
Nova América;2014;;;;;32;;;;;;;;;99;;;
Nova América;2015;;;;;33;;;;;;;;;92;;;
Nova América;2016;;;;;39;;;;;;;;;111;;;
Nova América;2017;;9;;;32;;;;;;;;;74;;;
Nova América;2018;;10;0;;57;;;0;;0;0;0;0;78;0;0;0
Nova Aurora;2002;;99;;;;;;;;;;;;91;;;
Nova Aurora;2003;;96;;;;;;;;;;;;104;;;
Nova Aurora;2004;;136;;;;;;;;;;;;100;;;
Nova Aurora;2005;;75;;;;;;;;;;;;107;;;
Nova Aurora;2006;;22;;;;;;;;;;;;97;;;
Nova Aurora;2007;;8;;;;;;;;;;;;80;;;
Nova Aurora;2008;;;;;;;;;;;;;;66;;;
Nova Aurora;2009;;;;;;;;;;;;;;66;;;
Nova Aurora;2010;; ; ;; ;;; ;; ; ; ; ;48; ; ; 
Nova Aurora;2011;;;;;;;;;;;;;;49;;;
Nova Aurora;2012;;;;;;;;;;;;;;48;;;
Nova Aurora;2013;;;;;;;;;;;;;;46;;;
Nova Aurora;2014;;;;;;;;;;;;;;63;;;
Nova Aurora;2015;;;;;;;;;;;;;;72;;;
Nova Aurora;2016;;;;;;;;;;;;;;64;;;
Nova Aurora;2017;;18;;;;;;;;;;;;35;;;
Nova Aurora;2018;;17;0;;0;;;0;;0;0;0;0;30;0;0;0
Nova Crixás;2002;;195;;;21;;;;;;;;;398;;;
Nova Crixás;2003;;305;;;113;;;;;;;;;473;;;
Nova Crixás;2004;;342;;;49;;;;;;;;;428;;;
Nova Crixás;2005;;165;;;57;;;;;;;;;406;;;
Nova Crixás;2006;;182;;;44;;;;;;;;;402;;;
Nova Crixás;2007;;70;;;55;;;;;;;;;411;;;
Nova Crixás;2008;;;;;38;;;;;;;;;393;;;
Nova Crixás;2009;;132;;;;;;;;;;;;468;;;
Nova Crixás;2010;;120; ;;12;;; ;; ; ; ; ;482; ; ; 
Nova Crixás;2011;;86;;;19;;;;;;;;;480;;;
Nova Crixás;2012;;57;;;25;;;;;;;;;442;;;
Nova Crixás;2013;;85;;;;;;;;;;;;475;;;
Nova Crixás;2014;;147;;;;;;;;;;;;407;;;
Nova Crixás;2015;;126;;;;;;;;;;;;356;;;
Nova Crixás;2016;;99;;;;;;;;;;;;282;;;
Nova Crixás;2017;;132;;;;;;;;;;;;268;;;
Nova Crixás;2018;;198;0;;34;;;0;;0;0;0;0;280;0;0;0
Nova Glória;2002;;278;;;;;;;;;;;;396;;;
Nova Glória;2003;;280;;;;;;;;;;;;386;;;
Nova Glória;2004;;204;;;;;;;;;;;;387;;;
Nova Glória;2005;;180;;;;;;;;;;;;380;;;
Nova Glória;2006;;127;;;;;;;;;;;;377;;;
Nova Glória;2007;;62;;;;;;;;;;;;343;;;
Nova Glória;2008;;75;;;;;;;;;;;;377;;;
Nova Glória;2009;;84;;;;;;;;;;;;406;;;
Nova Glória;2010;;64; ;; ;;; ;; ; ; ; ;404; ; ; 
Nova Glória;2011;;36;;;;;;;;;;;;376;;;
Nova Glória;2012;;77;;;;;;;;;;;;304;;;
Nova Glória;2013;;40;;;;;;;;;;;;304;;;
Nova Glória;2014;;21;;;;;;;;;;;;287;;;
Nova Glória;2015;;40;;;;;;;;;;;;313;;;
Nova Glória;2016;;53;;;;;;;;;;;;315;;;
Nova Glória;2017;;45;;;;;;;;;;;;262;;;
Nova Glória;2018;;68;0;;0;;;0;;0;0;0;0;274;0;0;0
Nova Iguaçu de Goiás;2002;;;;;83;;;;;;;;;177;;;
Nova Iguaçu de Goiás;2003;;;;;59;;;;;;;;;173;;;
Nova Iguaçu de Goiás;2004;;;;;14;;;;;;;;;170;;;
Nova Iguaçu de Goiás;2005;;;;;91;;;;;;;;;164;;;
Nova Iguaçu de Goiás;2006;;;;;48;;;;;;;;;172;;;
Nova Iguaçu de Goiás;2007;;;;;49;;;;;;;;;159;;;
Nova Iguaçu de Goiás;2008;;;;;35;;;;;;;;;137;;;
Nova Iguaçu de Goiás;2009;;;;;42;;;;;;;;;150;;;
Nova Iguaçu de Goiás;2010;; ; ;;19;;; ;; ; ; ; ;160; ; ; 
Nova Iguaçu de Goiás;2011;;;;;;;;;;;;;;151;;;
Nova Iguaçu de Goiás;2012;;;;;;;;;;;;;;154;;;
Nova Iguaçu de Goiás;2013;;;;;;;;;;;;;;162;;;
Nova Iguaçu de Goiás;2014;;;;;;;;;;;;;;169;;;
Nova Iguaçu de Goiás;2015;;;;;;;;;;;;;;147;;;
Nova Iguaçu de Goiás;2016;;;;;;;;;;;;;;149;;;
Nova Iguaçu de Goiás;2017;;17;;;;;;;;;;;;131;;;
Nova Iguaçu de Goiás;2018;;27;0;;0;;;0;;0;0;0;0;128;0;0;0
Nova Roma;2002;;31;;;56;;;;;;;;;174;;;
Nova Roma;2003;;61;;;25;;;;;;;;;193;;;
Nova Roma;2004;;28;;;40;;;;;;;;;192;;;
Nova Roma;2005;;65;;;;;;;;;;;;201;;;
Nova Roma;2006;;97;;;121;;;;;;;;;166;;;
Nova Roma;2007;;76;;;;;;;;;;;;190;;;
Nova Roma;2008;;63;;;;;;;;;;;;160;;;
Nova Roma;2009;;18;;;;;;;;;;;;162;;;
Nova Roma;2010;;13; ;; ;;; ;; ; ; ; ;145; ; ; 
Nova Roma;2011;;;;;;;;;;;;;;151;;;
Nova Roma;2012;;;;;;;;;;;;;;167;;;
Nova Roma;2013;;;;;;;;;;;;;;137;;;
Nova Roma;2014;;;;;;;;;;;;;;143;;;
Nova Roma;2015;;;;;;;;;;;;;;136;;;
Nova Roma;2016;;;;;;;;;;;;;;151;;;
Nova Roma;2017;;8;;;;;;;;;;;;136;;;
Nova Roma;2018;;12;0;;0;;;0;;0;0;0;0;123;0;0;0
Nova Veneza;2002;;;;;78;;;;;;;;;302;;;
Nova Veneza;2003;;;;;76;;;;;;;;;331;;;
Nova Veneza;2004;;;;;;;;;;;;;;332;;;
Nova Veneza;2005;;;;;;;;;;;;;;378;;;
Nova Veneza;2006;;;;;;;;;;;;;;375;;;
Nova Veneza;2007;;;;;;;;;;;;;;403;;;
Nova Veneza;2008;;;;;;;;;;;;;;308;;;
Nova Veneza;2009;;;;;95;;;;;;;;;285;;;
Nova Veneza;2010;; ; ;;87;;; ;; ; ; ; ;300; ; ; 
Nova Veneza;2011;;;;;58;;;;;;;;;268;;;
Nova Veneza;2012;;;;;33;;;;;;;;;331;;;
Nova Veneza;2013;;;;;;;;;;;;;;285;;;
Nova Veneza;2014;;;;;;;;;;;;;;320;;;
Nova Veneza;2015;;;;;;;;;;;;;;308;;;
Nova Veneza;2016;;;;;;;;;;;;;;298;;;
Nova Veneza;2017;;35;;;;;;;;;;;;258;;;
Nova Veneza;2018;;61;0;;0;;;0;;0;0;0;0;242;0;0;0
Novo Brasil;2002;;;;;42;;;;;;;;;215;;;
Novo Brasil;2003;;;;;39;;;;;;;;;222;;;
Novo Brasil;2004;;;;;20;;;;;;;;;241;;;
Novo Brasil;2005;;;;;;;;;;;;;;199;;;
Novo Brasil;2006;;;;;;;;;;;;;;203;;;
Novo Brasil;2007;;;;;;;;;;;;;;173;;;
Novo Brasil;2008;;21;;;;;;;;;;;;170;;;
Novo Brasil;2009;;23;;;;;;;;;;;;165;;;
Novo Brasil;2010;;15; ;; ;;; ;; ; ; ; ;164; ; ; 
Novo Brasil;2011;;12;;;;;;;;;;;;155;;;
Novo Brasil;2012;;14;;;;;;;;;;;;143;;;
Novo Brasil;2013;;;;;;;;;;;;;;140;;;
Novo Brasil;2014;;;;;;;;;;;;;;131;;;
Novo Brasil;2015;;;;;;;;;;;;;;124;;;
Novo Brasil;2016;;;;;;;;;;;;;;132;;;
Novo Brasil;2017;;9;;;;;;;;;;;;107;;;
Novo Brasil;2018;;9;0;;0;;;0;;17;0;0;0;96;0;0;0
Novo Gama;2002;;;;;1602;;;84;;;;;;3051;;;12
Novo Gama;2003;;;;;1564;;;52;;;;;;3074;;;16
Novo Gama;2004;;;;;1841;;;105;;;;;;3723;;;48
Novo Gama;2005;;;;;1729;;;86;;;;;;4780;;;124
Novo Gama;2006;;243;;;1702;;;200;;;;;;3959;;;116
Novo Gama;2007;;615;;;1581;;;38;;;;;;3690;;;133
Novo Gama;2008;;276;;;1501;;;7;;;;;;3372;;;121
Novo Gama;2009;;212;;;1314;;;;;;;;;3636;;;183
Novo Gama;2010;;375; ;;1147;;; ;; ; ; ; ;3547; ; ;164
Novo Gama;2011;;411;;;1093;;;;;;;;158;2716;;;207
Novo Gama;2012;;370;;;1009;;;;;;;;;2674;;;165
Novo Gama;2013;;449;;;1019;;;;;;;;702;3037;;;256
Novo Gama;2014;;519;;;1180;;;;;;;;612;2862;;;217
Novo Gama;2015;;411;;;725;;;;;;;;411;2699;;;165
Novo Gama;2016;;416;;;887;;;;;;;;554;2710;;;166
Novo Gama;2017;;453;;;627;;;34;;;;;;2376;;;168
Novo Gama;2018;;835;0;;865;;;0;;0;0;0;272;2500;0;0;193
Novo Planalto;2002;;114;;;;;;;;;;;;206;;;
Novo Planalto;2003;;70;;;;;;;;;;;;249;;;
Novo Planalto;2004;;52;;;;;;;;;;;;249;;;
Novo Planalto;2005;;56;;;17;;;;;;;;;247;;;
Novo Planalto;2006;;;;;;;;;;;;;;233;;;
Novo Planalto;2007;;;;;;;;;;;;;;214;;;
Novo Planalto;2008;;;;;;;;;;;;;;182;;;
Novo Planalto;2009;;;;;;;;;;;;;;165;;;
Novo Planalto;2010;; ; ;; ;;; ;; ; ; ; ;155; ; ; 
Novo Planalto;2011;;;;;;;;;;;;;;168;;;
Novo Planalto;2012;;;;;;;;;;;;;;174;;;
Novo Planalto;2013;;;;;;;;;;;;;;198;;;
Novo Planalto;2014;;;;;;;;;;;;;;192;;;
Novo Planalto;2015;;;;;;;;;;;;;;173;;;
Novo Planalto;2016;;;;;;;;;;;;;;147;;;
Novo Planalto;2017;;;;;;;;;;;;;;117;;;
Novo Planalto;2018;;0;0;;0;;;0;;0;0;0;0;116;0;0;0
Orizona;2002;;;;;452;;;;;;;;;574;;41;
Orizona;2003;;268;;;203;;;;;;;;;386;;276;86
Orizona;2004;;149;;;136;;;;;;;;84;340;;325;89
Orizona;2005;;88;;;51;;;;;;;;;313;;269;99
Orizona;2006;;155;;38;40;;;;;;;;95;310;;251;120
Orizona;2007;;69;;37;47;;;;;;;;75;607;;;101
Orizona;2008;;55;;36;33;;;;;;;;61;533;;;61
Orizona;2009;;38;;;29;;;;;;;;69;555;;;
Orizona;2010;;60; ;;54;;; ;; ; ; ;66;567; ; ; 
Orizona;2011;;28;;;37;;;;;;;;81;504;;;
Orizona;2012;;25;;;25;;;;;;;;;472;;;
Orizona;2013;;18;;;42;;;;;;;;;477;;;69
Orizona;2014;;21;;;33;;;;;;;;;478;;;65
Orizona;2015;;27;;;22;;;;;;;;;445;;;62
Orizona;2016;;39;;;34;;;;;;;;;448;;;72
Orizona;2017;;64;;;24;;;;;;;;;434;;;70
Orizona;2018;;35;0;;34;;;0;;0;0;0;52;455;0;0;86
Ouro Verde de Goiás;2002;;;;;;;;;;;;;;171;;;
Ouro Verde de Goiás;2003;;39;;;101;;;;;;;;;213;;;
Ouro Verde de Goiás;2004;;198;;;81;;;;;;;;;167;;;
Ouro Verde de Goiás;2005;;118;;;44;;;;;;;;;175;;;
Ouro Verde de Goiás;2006;;90;;;38;;;;;;;;;196;;;
Ouro Verde de Goiás;2007;;11;;;;;;;;;;;;220;;;
Ouro Verde de Goiás;2008;;;;;;;;;;;;;;198;;;
Ouro Verde de Goiás;2009;;;;;;;;;;;;;;231;;;
Ouro Verde de Goiás;2010;; ; ;; ;;; ;; ; ; ; ;226; ; ; 
Ouro Verde de Goiás;2011;;;;;;;;;;;;;;210;;;
Ouro Verde de Goiás;2012;;;;;;;;;;;;;;166;;;
Ouro Verde de Goiás;2013;;;;;;;;;;;;;;160;;;
Ouro Verde de Goiás;2014;;;;;23;;;;;;;;;136;;;
Ouro Verde de Goiás;2015;;;;;33;;;;;;;;;161;;;
Ouro Verde de Goiás;2016;;;;;41;;;;;;;;;161;;;
Ouro Verde de Goiás;2017;;20;;;57;;;;;;;;;164;;;
Ouro Verde de Goiás;2018;;24;0;;29;;;0;;0;0;0;0;178;0;0;0
Ouvidor;2002;;167;;;13;;;;;;;;;188;;;
Ouvidor;2003;;225;;;7;;;;;;;;;174;;;
Ouvidor;2004;;217;;;;;;;;;;;;167;;;
Ouvidor;2005;;176;;;;;;;;;;;;202;;;
Ouvidor;2006;;141;;;;;;;;;;;;199;;;
Ouvidor;2007;;66;;;;;;;;;;;;190;;;
Ouvidor;2008;;34;;;;;;;;;;;;201;;;
Ouvidor;2009;;;;;;;;;;;;;;256;;;
Ouvidor;2010;; ; ;; ;;; ;; ; ; ; ;235; ; ; 
Ouvidor;2011;;;;;;;;;;;;;;199;;;
Ouvidor;2012;;;;;;;;;;;;;;193;;;
Ouvidor;2013;;;;;;;;;;;;;;163;;;
Ouvidor;2014;;;;;;;;;;;;;;189;;;
Ouvidor;2015;;;;;;;;;;;;;;223;;;
Ouvidor;2016;;;;;;;;;;;;;;176;;;
Ouvidor;2017;;18;;;;;;;;;;;;144;;;
Ouvidor;2018;;34;0;;0;;;0;;0;0;0;0;147;0;0;0
Padre Bernardo;2002;;;;;288;;;;;;;;;784;;;
Padre Bernardo;2003;;182;;;358;;;;;;;;;923;;;
Padre Bernardo;2004;;304;;;330;;;;;;;;;1125;;;
Padre Bernardo;2005;;211;;;440;;;;;;;;;1119;;;
Padre Bernardo;2006;;188;;;412;;;;;;;;;1155;;;
Padre Bernardo;2007;;192;;;376;;;;;;;;;1061;;;
Padre Bernardo;2008;;140;;;161;;;;;;;;;991;;;
Padre Bernardo;2009;;84;;;211;;;;;;;;;1056;;;
Padre Bernardo;2010;;102; ;;192;;; ;; ; ; ; ;941; ; ; 
Padre Bernardo;2011;;78;;;171;;;;;;;;;1016;;;
Padre Bernardo;2012;;32;;;161;;;;;;;;;994;;;
Padre Bernardo;2013;;8;;;171;;;;;;;;;967;;;
Padre Bernardo;2014;;;;;23;;;;;;;;;932;;;
Padre Bernardo;2015;;;;;75;;;;;;;;;894;;;
Padre Bernardo;2016;;91;;;73;;;;;;;;;869;;;
Padre Bernardo;2017;;212;;;129;;;;;;;;;832;;;
Padre Bernardo;2018;;225;0;;153;;;0;;0;0;0;0;924;0;0;0
Palestina de Goiás;2002;;;;;;;;;;;;;;96;;;
Palestina de Goiás;2003;;31;;;;;;;;;;;;132;;;
Palestina de Goiás;2004;;58;;;;;;;;;;;;152;;;
Palestina de Goiás;2005;;43;;;;;;;;;;;;164;;;
Palestina de Goiás;2006;;32;;;;;;;;;;;;173;;;
Palestina de Goiás;2007;;13;;;;;;;;;;;;165;;;
Palestina de Goiás;2008;;14;;;;;;;;;;;;157;;;
Palestina de Goiás;2009;;10;;;;;;;;;;;;170;;;
Palestina de Goiás;2010;;16; ;; ;;; ;; ; ; ; ;172; ; ; 
Palestina de Goiás;2011;;10;;;;;;;;;;;;140;;;
Palestina de Goiás;2012;;;;;;;;;;;;;;130;;;
Palestina de Goiás;2013;;28;;;;;;;;;;;;103;;;
Palestina de Goiás;2014;;21;;;;;;;;;;;;95;;;
Palestina de Goiás;2015;;8;;;;;;;;;;;;121;;;
Palestina de Goiás;2016;;7;;;;;;;;;;;;118;;;
Palestina de Goiás;2017;;22;;;29;;;;;;;;;96;;;
Palestina de Goiás;2018;;15;0;;14;;;0;;0;0;0;0;109;0;0;0
Palmeiras de Goiás;2002;;240;;340;;;;155;;;;;;829;;;176
Palmeiras de Goiás;2003;;315;;336;;;;122;;;;;;713;;;163
Palmeiras de Goiás;2004;;282;;434;;;;;;;;;;681;;;144
Palmeiras de Goiás;2005;;239;;339;;;;;;;;;;688;;;134
Palmeiras de Goiás;2006;;266;;148;;;;;;;;;;712;;;158
Palmeiras de Goiás;2007;;203;;219;;;;;;;;;;704;;;126
Palmeiras de Goiás;2008;;176;;206;;;;;;;;;;649;;;150
Palmeiras de Goiás;2009;;221;;262;;;;;;;;;;767;;;106
Palmeiras de Goiás;2010;;383; ;315; ;;; ;; ; ; ; ;755; ; ;123
Palmeiras de Goiás;2011;;430;;267;;;;2;;;;;;806;;;156
Palmeiras de Goiás;2012;;228;;266;;;;;;;;;;777;;;168
Palmeiras de Goiás;2013;;185;;262;;;;;;;;;;734;;;154
Palmeiras de Goiás;2014;;172;;;;;;;;;;;;785;;;139
Palmeiras de Goiás;2015;;215;;;;;;;;;;;;931;;;116
Palmeiras de Goiás;2016;;223;;;;;;;;;;;;891;;;103
Palmeiras de Goiás;2017;;248;;;;;;;;;;;;848;;;112
Palmeiras de Goiás;2018;;408;0;;0;;;0;;0;0;0;0;962;0;0;59
Palmelo;2002;;;;;;;;;;;;;;113;;;
Palmelo;2003;;;;;54;;;;;;;;;105;;;
Palmelo;2004;;54;;;;;;;;;;;;120;;;
Palmelo;2005;;78;;;;;;;;;;;;118;;;
Palmelo;2006;;55;;;;;;;;;;;;103;;;
Palmelo;2007;;15;;;;;;;;;;;;100;;;
Palmelo;2008;;9;;;;;;;;;;;;70;;;
Palmelo;2009;;9;;;;;;;;;;;;91;;;
Palmelo;2010;; ; ;;14;;; ;; ; ; ; ;82; ; ; 
Palmelo;2011;;12;;;14;;;;;;;;;90;;;
Palmelo;2012;;14;;;17;;;;;;;;;63;;;
Palmelo;2013;;9;;;7;;;;;;;;;67;;;
Palmelo;2014;;6;;;6;;;;;;;;;69;;;
Palmelo;2015;;;;;;;;;;;;;;72;;;
Palmelo;2016;;;;;;;;;;;;;;60;;;
Palmelo;2017;;6;;;;;;;;;;;;50;;;
Palmelo;2018;;33;0;;0;;;0;;0;0;0;0;56;0;0;0
Palminópolis;2002;;;;;;;;;;;;;;126;;;
Palminópolis;2003;;;;;;;;;;;;;;137;;;
Palminópolis;2004;;;;;;;;;;;;;;165;;;
Palminópolis;2005;;;;;;;;;;;;;;219;;;
Palminópolis;2006;;;;;;;;;;;;;;205;;;
Palminópolis;2007;;;;;;;;;;;;;;244;;;
Palminópolis;2008;;;;;;;;;;;;;;212;;;
Palminópolis;2009;;;;;14;;;;;;;;;232;;;
Palminópolis;2010;; ; ;;71;;; ;; ; ; ; ;226; ; ; 
Palminópolis;2011;;;;;84;;;;;;;;;236;;;
Palminópolis;2012;;;;;57;;;;;;;;;214;;;
Palminópolis;2013;;;;;74;;;;;;;;;207;;;
Palminópolis;2014;;;;;58;;;;;;;;;207;;;
Palminópolis;2015;;;;;36;;;;;;;;;193;;;
Palminópolis;2016;;;;;18;;;;;;;;;162;;;
Palminópolis;2017;;;;;;;;;;;;;;121;;;
