Localidade;Ano;Rendimento Médio;Indústria de Transformação;Indústria de Extração de Minerais;Serviços Industriais de Utilidade Pública;Construção Civil;Comércio;Serviços;Administração Pública Direta e Indireta;Agricultura, Silvicultura, Criação de Animais, Extração Vegetal e Pesca;Atividade não especificada ou classificada
Jataí;2016;2072,49;2640,91;2242,33;2218,98;1846,23;1835,6;1863,3;2570,57;1930,93;
Jataí;2017;2177,33;2621,31;2850,73;3011,08;1827,3;1952,63;1926,87;2807,33;2084,68;
Jataí;2018;2206,96;2695,81;1988,27;2915,12;1608,08;1952,14;1959,87;2875,27;2196,44;
Jaupaci;1999;249,34;;;;;;;;;
Jaupaci;2000;285,4;;;;;;;;;
Jaupaci;2001;314,33;;;;;;;;;
Jaupaci;2002;336,13;;;;;;;;;
Jaupaci;2003;389,36;;;;;;;;;
Jaupaci;2004;392,92;;;;;;;;;
Jaupaci;2005;537,95;;;;;;;;;
Jaupaci;2006;595,92;;;;;;;;;
Jaupaci;2007;662,23;;;;;;;;;
Jaupaci;2008;694,94;;;;;;;;;
Jaupaci;2009;804,55;;;;;;;;;
Jaupaci;2010;976,42;569,94;662,25;;;550,38;786,45;1131,95;743,6;
Jaupaci;2011;1022,79;594,1;702,73;;;600,95;825,08;1263,99;864,57;
Jaupaci;2012;1153,85;666,69;740,9;;;749,28;878,15;1377,35;996,6;
Jaupaci;2013;1225,29;764,62;945,16;;;993,53;1327,27;1485,64;1075,84;
Jaupaci;2014;1383,4;773,42;1002,72;;963,6;1038,91;1714,82;1648,37;1146,94;
Jaupaci;2015;1591,66;875,66;1063,42;;1350,8;1216,55;1634,21;1914,47;1406,6;
Jaupaci;2016;1571,14;891,13;1402,69;;1500;1232,96;2055,77;1938,08;1501,51;
Jaupaci;2017;1586,97;1088,48;1359,95;;;1347,86;1582,04;1924,19;1483,78;
Jaupaci;2018;1545,86;980,78;1539,54;0;0;1368,94;1554,54;1911,11;1463,93;
Jesúpolis;1999;286,46;;;;;;;;;
Jesúpolis;2000;284,74;;;;;;;;;
Jesúpolis;2001;316,68;;;;;;;;;
Jesúpolis;2002;279,86;;;;;;;;;
Jesúpolis;2003;309,72;;;;;;;;;
Jesúpolis;2004;373,69;;;;;;;;;
Jesúpolis;2005;419,78;;;;;;;;;
Jesúpolis;2006;497,71;;;;;;;;;
Jesúpolis;2007;529,83;;;;;;;;;
Jesúpolis;2008;552,66;;;;;;;;;
Jesúpolis;2009;670,55;;;;;;;;;
Jesúpolis;2010;738,89;643,18;;;;661,19;730,97;771,84;571,68;
Jesúpolis;2011;893,5;762,82;;;;688,63;887,11;942,15;738,7;
Jesúpolis;2012;1095,11;843,29;;;;836,48;1309,7;1219,75;804,04;
Jesúpolis;2013;1304,32;912,37;;;939;915,57;1112,12;1523,79;869,3;
Jesúpolis;2014;1300,24;854,8;;;;1016,74;1792,48;1445,96;955,37;
Jesúpolis;2015;1340,1;1008,91;;;;1394,74;2334,03;1415,8;993,53;
Jesúpolis;2016;1496,73;1167,37;;;;1203;1703,98;1586,33;1021,32;
Jesúpolis;2017;1322,81;1085,34;;;;1312,02;2026,84;1350,11;1187,13;
Jesúpolis;2018;1261,16;1148,08;0;0;0;1325,63;1220,05;1588,7;1225,29;
Joviânia;1999;321,51;;;;;;;;;
Joviânia;2000;314,93;;;;;;;;;
Joviânia;2001;361,27;;;;;;;;;
Joviânia;2002;416,02;;;;;;;;;
Joviânia;2003;460,89;;;;;;;;;
Joviânia;2004;531,81;;;;;;;;;
Joviânia;2005;561,51;;;;;;;;;
Joviânia;2006;637,64;;;;;;;;;
Joviânia;2007;689,23;;;;;;;;;
Joviânia;2008;754,88;;;;;;;;;
Joviânia;2009;869,48;;;;;;;;;
Joviânia;2010;963,04;666;;5873,24;;915,66;1097,21;944,85;899,75;
Joviânia;2011;1064,37;618,09;;5566,72;545;1050,34;1076,46;1093,02;980,06;
Joviânia;2012;1165;745,56;;5247,14;;1148,09;1228,06;911,95;1239,78;
Joviânia;2013;1315,09;1045,46;;;1105,4;1411,91;1556,35;993,86;1317,64;
Joviânia;2014;1541,7;1386,29;;;1021,4;1526,62;1787,49;1408,53;1438,67;
Joviânia;2015;1526,26;1270,87;;;2000;1520,21;1715,86;1324,36;1475,64;
Joviânia;2016;1705,26;1442,21;;;1571,67;1491,44;2119,68;1278,66;1678,42;
Joviânia;2017;1871,59;600;;;1634;1597,82;2037,55;1826,13;1944,02;
Joviânia;2018;1856,26;1450;0;0;1269,62;1671,36;2151,37;1700,09;1746,95;
Jussara;1999;324,56;;;;;;;;;
Jussara;2000;333,64;;;;;;;;;
Jussara;2001;372,73;;;;;;;;;
Jussara;2002;394,23;;;;;;;;;
Jussara;2003;447,97;;;;;;;;;
Jussara;2004;479,48;;;;;;;;;
Jussara;2005;529,26;;;;;;;;;
Jussara;2006;574,98;;;;;;;;;
Jussara;2007;619,82;;;;;;;;;
Jussara;2008;694,66;;;;;;;;;
Jussara;2009;846,99;;;;;;;;;
Jussara;2010;927,15;582,78;796,64;4109,96;909,92;740,57;976,47;1129,25;963,86;
Jussara;2011;1025,89;634,3;;4252,71;1598,21;826,8;1074,51;1292,73;1062,63;
Jussara;2012;1183,14;766,13;;5720,28;1202,11;953,37;1170,99;1527,65;1204,86;
Jussara;2013;1271,72;866,61;;7967,04;1211,42;1053,98;1220,29;1622,09;1387,22;
Jussara;2014;1383,43;897,91;;5768,05;1151;1123,39;1344,32;1807,58;1486,97;
Jussara;2015;1474,31;914,73;;4867,98;682,07;1208,45;1487,66;1877,27;1619,48;
Jussara;2016;1602,28;1086,64;;7231,95;1384,76;1344,18;1588,3;2019,56;1752;
Jussara;2017;1753,54;1228,76;;758,8;1618,99;1444,87;1738,87;2334,39;1877,52;
Jussara;2018;1843,64;1320,54;0;1050,42;1396,35;1529,19;1817,57;2474,19;1935,96;
Lagoa Santa;1999;;;;;;;;;;
Lagoa Santa;2000;;;;;;;;;;
Lagoa Santa;2001;427,67;;;;;;;;;
Lagoa Santa;2002;390,9;;;;;;;;;
Lagoa Santa;2003;488,96;;;;;;;;;
Lagoa Santa;2004;437,32;;;;;;;;;
Lagoa Santa;2005;459,63;;;;;;;;;
Lagoa Santa;2006;557,19;;;;;;;;;
Lagoa Santa;2007;795,51;;;;;;;;;
Lagoa Santa;2008;844,64;;;;;;;;;
Lagoa Santa;2009;884,05;;;;;;;;;
Lagoa Santa;2010;983,52;1356,43;;;900,54;783,35;754,55;1054,41;991,22;
Lagoa Santa;2011;1180,61;1644,84;;;;842,13;797,78;1417,92;930,91;
Lagoa Santa;2012;1294,33;1699,31;;;622;719,82;915,48;1684;1070,56;
Lagoa Santa;2013;1277,54;1406,89;;;;992,22;916,32;1448,54;1328,08;
Lagoa Santa;2014;1464,83;1910,73;;;987;1051,85;1034,96;1730,25;1489,05;
Lagoa Santa;2015;1331,92;2206,94;;;;1059,11;1136,23;1681,78;1574,39;
Lagoa Santa;2016;1906,39;2203,39;;;;1133,79;1362,49;2476,7;1747,33;
Lagoa Santa;2017;1932,2;2269,76;;;;1223,92;1385,25;2318,46;1765,33;
Lagoa Santa;2018;2009,84;2607,07;0;0;0;1317,64;1506,69;2474,54;1861,03;
Leopoldo de Bulhões;1999;247,73;;;;;;;;;
Leopoldo de Bulhões;2000;273,12;;;;;;;;;
Leopoldo de Bulhões;2001;315,15;;;;;;;;;
Leopoldo de Bulhões;2002;347,63;;;;;;;;;
Leopoldo de Bulhões;2003;414,46;;;;;;;;;
Leopoldo de Bulhões;2004;435,4;;;;;;;;;
Leopoldo de Bulhões;2005;478,17;;;;;;;;;
Leopoldo de Bulhões;2006;541,69;;;;;;;;;
Leopoldo de Bulhões;2007;576,19;;;;;;;;;
Leopoldo de Bulhões;2008;810,59;;;;;;;;;
Leopoldo de Bulhões;2009;730,56;;;;;;;;;
Leopoldo de Bulhões;2010;823,79;864,2;;;721,43;716,64;867,11;897,87;781,48;
Leopoldo de Bulhões;2011;915,15;927,07;;;881,79;810,68;987,11;1022,05;840,79;
Leopoldo de Bulhões;2012;1004,22;962,66;;;;864,11;926,49;;1033,6;
Leopoldo de Bulhões;2013;1159,86;1130,05;;;1356,67;947,39;1041,71;1236,24;1159,74;
Leopoldo de Bulhões;2014;1274,58;1202,12;;;;1052,08;1338,92;1328,15;1298,78;
Leopoldo de Bulhões;2015;1537,56;993,91;;;;1185,94;2578,05;1405,16;1442,4;
Leopoldo de Bulhões;2016;1535,71;1349,49;;;;1204,24;1583,84;1540,58;1615,64;
Leopoldo de Bulhões;2017;1844,4;1574,67;;;;1287,47;2845,45;1613,44;1760,92;
Leopoldo de Bulhões;2018;1770,88;1485,45;0;0;0;1296,49;2644,51;1639,82;1646,67;
Luziânia;1999;420,9;;;;;;;;;
Luziânia;2000;473,71;;;;;;;;;
Luziânia;2001;514,81;;;;;;;;;
Luziânia;2002;545,31;;;;;;;;;
Luziânia;2003;626,09;;;;;;;;;
Luziânia;2004;675,36;;;;;;;;;
Luziânia;2005;728,23;;;;;;;;;
Luziânia;2006;784,78;;;;;;;;;
Luziânia;2007;862,95;;;;;;;;;
Luziânia;2008;923,43;;;;;;;;;
Luziânia;2009;1035,3;;;;;;;;;
Luziânia;2010;1111,89;1122,72;1036,32;2914,68;999,65;850,05;991,31;1596,79;1117,3;
Luziânia;2011;1220,86;1278;1215,48;3537,89;1100,79;931,07;1097,17;1682,75;1197,72;
Luziânia;2012;1352,59;1465,25;1338,38;4110,7;1254,83;1045,5;1242,36;1815,95;1359,26;
Luziânia;2013;1499,88;1596,5;1408,6;4867,32;1307,31;1138,76;1343,36;2096,69;1516,6;
Luziânia;2014;1629,06;1807,65;1337,22;5049,59;1519,58;1209,41;1463,42;2161,32;1655,31;
Luziânia;2015;1730,97;1947,53;1543,51;6172,44;1766,35;1308,73;1550,63;2268,59;1766,49;
Luziânia;2016;1843,91;2145,53;1708,94;9649,77;2149,02;1415,25;1680,63;2079,89;1945,07;
Luziânia;2017;1916,04;2238,9;1826,87;7531,17;2055,74;1472,84;1920,83;2339,51;1968;
Luziânia;2018;1993,88;2226,31;2188,39;7170,01;2193,45;1459,59;2000;2580,26;2068;
Mairipotaba;1999;301,65;;;;;;;;;
Mairipotaba;2000;267,22;;;;;;;;;
Mairipotaba;2001;341,67;;;;;;;;;
Mairipotaba;2002;349,2;;;;;;;;;
Mairipotaba;2003;393,09;;;;;;;;;
Mairipotaba;2004;429,89;;;;;;;;;
Mairipotaba;2005;425,93;;;;;;;;;
Mairipotaba;2006;503,15;;;;;;;;;
Mairipotaba;2007;530,59;;;;;;;;;
Mairipotaba;2008;673,3;;;;;;;;;
Mairipotaba;2009;696,65;;;;;;;;;
Mairipotaba;2010;805,97;;1544,26;;;765;1285,54;795,56;778,88;
Mairipotaba;2011;838,55;535,92;;;;708,05;1414,82;851,9;808,47;
Mairipotaba;2012;1034,32;622;;;;;1477,22;1099,43;891,24;
Mairipotaba;2013;1156,75;678;;;;956,38;2026,6;1189,91;1023,51;
Mairipotaba;2014;1162,77;724;1219,19;;;827,18;1291,94;1263,24;1052,32;
Mairipotaba;2015;1332,5;859;;;;1002,13;1223,16;1420,24;1211,32;
Mairipotaba;2016;1402,9;905;;;;1055,14;973,31;1501,63;1386,03;
Mairipotaba;2017;1499,81;966,28;;;;1118,83;1413,29;1650,16;1313,51;
Mairipotaba;2018;1589,54;1050,99;0;0;0;988,62;1431,9;1833,05;1339,66;
Mambaí;1999;1161,71;;;;;;;;;
Mambaí;2000;152,1;;;;;;;;;
Mambaí;2001;643,62;;;;;;;;;
Mambaí;2002;975,93;;;;;;;;;
Mambaí;2003;369,28;;;;;;;;;
Mambaí;2004;413,89;;;;;;;;;
Mambaí;2005;781,51;;;;;;;;;
Mambaí;2006;659,28;;;;;;;;;
Mambaí;2007;738,61;;;;;;;;;
Mambaí;2008;1131,7;;;;;;;;;
Mambaí;2009;657,94;;;;;;;;;
Mambaí;2010;713,05;557,5;;1961,95;;649,06;645,96;622,46;691,96;
Mambaí;2011;736,65;633,59;;2225,45;545;642,45;699,65;655,13;931,33;
Mambaí;2012;984,13;1039,91;;4310,35;622;816,14;818,72;1081,24;1069;
Mambaí;2013;1125,13;775;;;1921,5;915,21;920,46;1258,6;1065,74;
Mambaí;2014;1169,46;724;;;;1007,53;956,48;1366,29;1101,86;
Mambaí;2015;1312,23;1781,64;;;736;1081,65;1187,87;1476,18;1157,49;
Mambaí;2016;1461,69;1556,2;;;;1174,32;1389,32;1739,38;1035,35;
Mambaí;2017;1571,96;1490,75;;936,22;;1323,38;1459,69;1764,32;1506,07;
Mambaí;2018;1551,96;1707,85;0;0;1352;1394,37;1515,9;1686,02;1191,32;
Mara Rosa;1999;285,81;;;;;;;;;
Mara Rosa;2000;325,47;;;;;;;;;
Mara Rosa;2001;367,66;;;;;;;;;
Mara Rosa;2002;408,32;;;;;;;;;
Mara Rosa;2003;468,78;;;;;;;;;
Mara Rosa;2004;470,21;;;;;;;;;
Mara Rosa;2005;530,45;;;;;;;;;
Mara Rosa;2006;604,1;;;;;;;;;
Mara Rosa;2007;667,55;;;;;;;;;
Mara Rosa;2008;763,92;;;;;;;;;
Mara Rosa;2009;818,76;;;;;;;;;
Mara Rosa;2010;942,14;1176,39;908,09;6063,89;566,28;721,92;1126,26;915,26;856,45;
Mara Rosa;2011;1019,42;1270,49;1027,12;5635,77;792,45;743,14;1243,94;976,63;899,02;
Mara Rosa;2012;1146,98;1168,49;1070,43;11185,72;1307,1;841,65;1367,21;1177,07;1016,59;
Mara Rosa;2013;1219,27;1134,05;1224,29;;1151,15;916,3;1699,9;1294,26;1075,72;
Mara Rosa;2014;1356,45;1298,91;1367,84;;1788,22;996,89;1901,02;1482,4;1144,62;
Mara Rosa;2015;1454,97;1332,79;1572,25;;935,1;1071,26;1934,12;1659,11;1298,17;
Mara Rosa;2016;1682,95;1448,85;3184,93;;1546,57;1159,8;2134,45;2008,64;1441,52;
Mara Rosa;2017;1670,45;1564,82;4815,2;;893,8;1223,99;1946,49;1956,26;1645,86;
Mara Rosa;2018;1750,84;1378,8;4128,28;0;1298,78;1272,96;2122,95;1873,06;1683,09;
Marzagão;1999;265,52;;;;;;;;;
Marzagão;2000;286,61;;;;;;;;;
Marzagão;2001;326,31;;;;;;;;;
Marzagão;2002;357,87;;;;;;;;;
Marzagão;2003;356,92;;;;;;;;;
Marzagão;2004;396,68;;;;;;;;;
Marzagão;2005;446,94;;;;;;;;;
Marzagão;2006;526,95;;;;;;;;;
Marzagão;2007;547,8;;;;;;;;;
Marzagão;2008;645,44;;;;;;;;;
Marzagão;2009;653,97;;;;;;;;;
Marzagão;2010;779,9;911,47;;;;681,84;1123,11;753,42;782,81;
Marzagão;2011;900,54;1083,5;;;;790,14;1195,31;872,99;915,63;
Marzagão;2012;1005,15;1069,19;;;;801,57;1173,07;1012,66;1017,03;
Marzagão;2013;1341,81;1316,82;;;2267,89;1142,37;1215,72;1186,21;1048,92;
Marzagão;2014;1247,19;1549,78;;;947;1088,53;1124,68;1228,42;1146,76;
Marzagão;2015;1341,31;1915,78;;;;1208,72;1200,39;1259,45;1253,95;
Marzagão;2016;1532,57;1061,67;;;;1778,91;1318,04;1454,13;1528,92;
Marzagão;2017;1489,64;1068,93;;;;1781,95;1475,27;1417,28;1457,18;
Marzagão;2018;1610,02;954;0;0;0;1803,97;1353,47;1587,61;1426,16;
Matrinchã;1999;259,45;;;;;;;;;
Matrinchã;2000;261,71;;;;;;;;;
Matrinchã;2001;299,59;;;;;;;;;
Matrinchã;2002;328,31;;;;;;;;;
Matrinchã;2003;481,23;;;;;;;;;
Matrinchã;2004;431,39;;;;;;;;;
Matrinchã;2005;507,09;;;;;;;;;
Matrinchã;2006;586,27;;;;;;;;;
Matrinchã;2007;596,9;;;;;;;;;
Matrinchã;2008;697,03;;;;;;;;;
Matrinchã;2009;732,5;;;;;;;;;
Matrinchã;2010;846,29;559,36;;;;661,28;1849,7;877,61;846,54;
Matrinchã;2011;898,32;627,58;1500;;;673,64;1790,86;928,26;888,52;
Matrinchã;2012;960,54;701,91;;;;832,16;1834,26;878,86;1100,47;
Matrinchã;2013;1171,25;767,33;972,04;;;933,93;1674,72;1166,1;1289,29;
Matrinchã;2014;1260,84;937,66;1649,25;;;974,3;2269,91;1196,51;1338,69;
Matrinchã;2015;1426,27;860,12;1244,81;;;1087,04;2843,62;1479,52;1499,45;
Matrinchã;2016;1564,74;1074,88;1780,45;;;1228,82;3605,47;1623,22;1568,21;
Matrinchã;2017;1648,9;1265,55;1623,79;;2517,09;1321,06;2899,03;1589,18;1753,61;
Matrinchã;2018;1738,74;1368,22;0;0;4280;1283,99;2723,14;937,74;1826,22;
Maurilândia;1999;329,13;;;;;;;;;
Maurilândia;2000;390,71;;;;;;;;;
Maurilândia;2001;361,61;;;;;;;;;
Maurilândia;2002;509,36;;;;;;;;;
Maurilândia;2003;541,22;;;;;;;;;
Maurilândia;2004;623,05;;;;;;;;;
Maurilândia;2005;502,28;;;;;;;;;
Maurilândia;2006;722,91;;;;;;;;;
Maurilândia;2007;1019,84;;;;;;;;;
Maurilândia;2008;1212,01;;;;;;;;;
Maurilândia;2009;1320,35;;;;;;;;;
Maurilândia;2010;1502,13;1686,26;;5023,69;2495,08;717,42;1352,96;1055,05;1496,34;
Maurilândia;2011;1437,94;817,37;;5615,77;1094,49;745,44;1347,12;1154,39;1682,73;
Maurilândia;2012;1802,42;1063,64;;8586,03;1129,52;787,02;1342,07;1292,14;2288,64;
Maurilândia;2013;1981,61;1582;;;934,89;918,77;1349,93;1852,02;2541,47;
Maurilândia;2014;2028,53;1191,88;;;202,18;936,82;1224,55;1779,1;2548,23;
Maurilândia;2015;1977,28;1111,7;;;159,37;1090,3;1343,64;1865,84;2501,34;
Maurilândia;2016;2355,49;1079,47;;;1255,09;1139,09;1445;2466,67;2774,04;
Maurilândia;2017;2176,35;937;;;;1195,41;1549,87;1896,22;2826,26;
Maurilândia;2018;1870,84;945,17;0;0;1044,67;933,81;1074,77;1730,23;2787,88;
Mimoso de Goiás;1999;255,26;;;;;;;;;
Mimoso de Goiás;2000;264,4;;;;;;;;;
Mimoso de Goiás;2001;284,13;;;;;;;;;
Mimoso de Goiás;2002;319,6;;;;;;;;;
Mimoso de Goiás;2003;378,48;;;;;;;;;
Mimoso de Goiás;2004;434;;;;;;;;;
Mimoso de Goiás;2005;534,56;;;;;;;;;
Mimoso de Goiás;2006;555,59;;;;;;;;;
Mimoso de Goiás;2007;591,07;;;;;;;;;
Mimoso de Goiás;2008;729,53;;;;;;;;;
Mimoso de Goiás;2009;888,21;;;;;;;;;
Mimoso de Goiás;2010;904,59;;1011,94;;;605,19;1097,76;994,85;850,89;
Mimoso de Goiás;2011;966,86;;908;;;636,3;1278,07;1110,5;869,42;
Mimoso de Goiás;2012;1128,46;;1120,17;;;667,79;1423,6;983,54;1221,21;
Mimoso de Goiás;2013;1239,84;791;791;;;939,56;1600,32;1234,05;1251,2;
Mimoso de Goiás;2014;1324,77;785,76;1678,76;;2371,59;957,49;1227,57;1319,85;1275,94;
Mimoso de Goiás;2015;1378,29;788;1794,56;;1221,04;1110,99;1623,35;1262,21;1534,23;
Mimoso de Goiás;2016;1626,79;;2036,66;;;1098;1657,08;1592,44;1651,38;
Mimoso de Goiás;2017;1706,06;;;;;1271,47;2122,03;1627,24;1803,37;
Mimoso de Goiás;2018;1705,38;0;922,13;0;4508,54;1343,97;2038,28;1488,09;1785,2;
Minaçu;1999;587;;;;;;;;;
Minaçu;2000;621,88;;;;;;;;;
Minaçu;2001;604,12;;;;;;;;;
Minaçu;2002;711,9;;;;;;;;;
Minaçu;2003;831,18;;;;;;;;;
Minaçu;2004;903,16;;;;;;;;;
Minaçu;2005;861,16;;;;;;;;;
Minaçu;2006;1023,8;;;;;;;;;
Minaçu;2007;1015,67;;;;;;;;;
Minaçu;2008;1228,93;;;;;;;;;
Minaçu;2009;1328,92;;;;;;;;;
Minaçu;2010;1454,31;956,06;2864,67;3392,87;1157,22;719,33;1057,57;1241,34;661,61;
Minaçu;2011;1587,07;1045,43;2823,11;3511,2;960,02;790,38;1279,28;1480,69;757,97;
Minaçu;2012;2008,18;1367,13;3241,52;4228,54;1196,41;879,52;1311,8;2272,23;892,11;
Minaçu;2013;2016,6;1484,07;3356,69;3972,45;1265,72;980,08;1384,23;2227,4;916,74;
Minaçu;2014;2074,21;1292,07;3669,89;4471,73;1476,3;1099,72;1516,61;2139,21;1033,36;
Minaçu;2015;2211,6;1458,77;4611,1;5008,08;1463,41;1199,44;1491,88;2134,22;943,61;
Minaçu;2016;2584,32;1383,1;5076,23;7651,51;1517,76;1306,15;1757,41;2058,4;1116,73;
Minaçu;2017;2589,44;1574,06;5364,89;7711,43;1651,25;1390,37;2012,21;2556,47;1206,06;
Minaçu;2018;2605;1916,01;4666;16479,59;1864,28;1365,09;1810,1;2735,64;1304,56;
Mineiros;1999;410,24;;;;;;;;;
Mineiros;2000;363,28;;;;;;;;;
Mineiros;2001;407,39;;;;;;;;;
Mineiros;2002;463,61;;;;;;;;;
Mineiros;2003;538,62;;;;;;;;;
Mineiros;2004;566,48;;;;;;;;;
Mineiros;2005;662,5;;;;;;;;;
Mineiros;2006;780,95;;;;;;;;;
Mineiros;2007;874,6;;;;;;;;;
Mineiros;2008;936,83;;;;;;;;;
Mineiros;2009;1109,79;;;;;;;;;
Mineiros;2010;1243,74;1045,02;1276,6;1359,99;1080,62;958,94;1216,94;1540,06;1557,38;
Mineiros;2011;1373,17;1220,62;1901,26;1074,94;1236,96;1030,5;1325,32;1816,43;1672,78;
Mineiros;2012;1547,47;1405,63;1857,13;1322,06;1301,36;1237,38;1525,48;2127,75;1851,82;
Mineiros;2013;1674,24;1464,88;1980,04;1137,81;1420,9;1401,69;1646,52;2445,55;1997,52;
Mineiros;2014;1817,96;1587,61;2049,36;1321,39;1387,35;1455,55;1827,05;2654,87;2132,22;
Mineiros;2015;1935,66;1707,61;2142,1;1321,87;1501,78;1611,62;1994,95;2707,11;2160,02;
Mineiros;2016;2148,63;1820,16;1267,75;1584,91;1795,34;1791,84;2250,74;3056,11;2357,97;
Mineiros;2017;2229,06;2259,15;1055,29;1263,99;1751,59;1841,77;2345,14;3069,58;1992,4;
Mineiros;2018;2244,56;2043,51;0;1250,16;1089,69;1948,88;2409,84;3266,87;2136,28;
Moiporá;1999;238,13;;;;;;;;;
Moiporá;2000;266,21;;;;;;;;;
Moiporá;2001;245,86;;;;;;;;;
Moiporá;2002;276,76;;;;;;;;;
Moiporá;2003;313,23;;;;;;;;;
Moiporá;2004;340,01;;;;;;;;;
Moiporá;2005;441,23;;;;;;;;;
Moiporá;2006;512,08;;;;;;;;;
Moiporá;2007;597,91;;;;;;;;;
Moiporá;2008;649,97;;;;;;;;;
Moiporá;2009;778,9;;;;;;;;;
Moiporá;2010;914,26;;;;;635,73;1614,52;894,89;975,1;
Moiporá;2011;933,76;545;545;;;674,37;1335,22;948,31;980,11;
Moiporá;2012;960,15;744,82;622;;;641,38;1569,95;929,67;1147,59;
Moiporá;2013;1212,52;846,06;;;;656,39;1665,94;1314,57;1234,91;
Moiporá;2014;1263,64;848,15;;;;614,06;1656;1379,59;1204,33;
Moiporá;2015;1396,1;700,93;;;;690,5;1834,07;1487,44;1573,39;
Moiporá;2016;1474,16;826,97;;;;772,96;1434,16;1617,22;1441,96;
Moiporá;2017;1738,86;1154,73;;;;871,85;1631,08;1795,1;1800,32;
Moiporá;2018;1702,05;1214,84;0;0;0;1106,87;1789,36;1751,52;1786,24;
Monte Alegre de Goiás;1999;226,85;;;;;;;;;
Monte Alegre de Goiás;2000;248,22;;;;;;;;;
Monte Alegre de Goiás;2001;287,83;;;;;;;;;
Monte Alegre de Goiás;2002;310,49;;;;;;;;;
Monte Alegre de Goiás;2003;317,2;;;;;;;;;
Monte Alegre de Goiás;2004;332,83;;;;;;;;;
Monte Alegre de Goiás;2005;383,33;;;;;;;;;
Monte Alegre de Goiás;2006;451,57;;;;;;;;;
Monte Alegre de Goiás;2007;465,52;;;;;;;;;
Monte Alegre de Goiás;2008;498,31;;;;;;;;;
Monte Alegre de Goiás;2009;578,78;;;;;;;;;
Monte Alegre de Goiás;2010;739,35;823,05;852,69;;;597,47;1330,08;747,28;661,1;
Monte Alegre de Goiás;2011;798,65;823,81;894,52;;;662,33;1457,44;808,25;714,94;
Monte Alegre de Goiás;2012;864,01;;612,96;;;841,7;1716,22;836,95;850,2;
Monte Alegre de Goiás;2013;1162,92;678;728,85;;;936,7;1399,39;1252,22;977,77;
Monte Alegre de Goiás;2014;1112,99;793,09;699,29;;;971,15;1387,2;1180,48;1017,91;
Monte Alegre de Goiás;2015;1221,53;919,7;893,58;;788;1024,35;1473,93;1313,82;1093,16;
Monte Alegre de Goiás;2016;1524,88;880;913,5;;;1082,24;1427,45;1822,6;1195,18;
Monte Alegre de Goiás;2017;1439,44;937;973;;;1230,87;1531,43;1566,87;1279,1;
Monte Alegre de Goiás;2018;1422,41;834,75;1066,28;0;0;1210,33;1573,4;1546,18;1322,32;
Montes Claros de Goiás;1999;286,03;;;;;;;;;
Montes Claros de Goiás;2000;249,05;;;;;;;;;
Montes Claros de Goiás;2001;365,32;;;;;;;;;
Montes Claros de Goiás;2002;378,88;;;;;;;;;
Montes Claros de Goiás;2003;474,06;;;;;;;;;
Montes Claros de Goiás;2004;471,13;;;;;;;;;
Montes Claros de Goiás;2005;559,4;;;;;;;;;
Montes Claros de Goiás;2006;633,65;;;;;;;;;
Montes Claros de Goiás;2007;693,37;;;;;;;;;
Montes Claros de Goiás;2008;806,01;;;;;;;;;
Montes Claros de Goiás;2009;893,96;;;;;;;;;
Montes Claros de Goiás;2010;946,77;561,16;;7295,53;961,5;881,74;1162,92;943,54;908,87;
Montes Claros de Goiás;2011;1086,83;1381,54;;8220,08;996,18;972,29;1296,87;1053,21;1024,21;
Montes Claros de Goiás;2012;1351,24;1604,01;;9787,81;703,91;1176;1551,39;1243,57;1198,52;
Montes Claros de Goiás;2013;1494,93;1769,87;;;418,29;1383,91;1449,39;1405,53;1365,45;
Montes Claros de Goiás;2014;1592,89;1683,11;;724;1147,62;1480,36;1686,9;1639,48;1503,31;
Montes Claros de Goiás;2015;1723,19;2085,98;;788;1192,86;1538,94;1789,26;1628,15;1592,3;
Montes Claros de Goiás;2016;1847,48;1979,54;;;1440;1730,74;1905;1843,35;1779,87;
Montes Claros de Goiás;2017;1989,27;2357,71;1823,57;;1614;1718,24;1977,23;1908,85;1871,22;
Montes Claros de Goiás;2018;1995,65;2220,74;0;0;1257,1;1773,18;2123,57;1928,49;1902,14;
Montividiu;1999;429,58;;;;;;;;;
Montividiu;2000;389,01;;;;;;;;;
Montividiu;2001;455,07;;;;;;;;;
Montividiu;2002;550,13;;;;;;;;;
Montividiu;2003;581,86;;;;;;;;;
Montividiu;2004;647,12;;;;;;;;;
Montividiu;2005;708;;;;;;;;;
Montividiu;2006;790,4;;;;;;;;;
Montividiu;2007;833,29;;;;;;;;;
Montividiu;2008;913,4;;;;;;;;;
Montividiu;2009;1008,4;;;;;;;;;
Montividiu;2010;1220,77;1389,84;1777,82;7548;747,23;1126,58;1236,56;1190,27;1252,23;
Montividiu;2011;1380,91;1442,04;2391,26;5986,01;888,6;1219,2;1261,45;1476,21;1385,34;
Montividiu;2012;1681,34;1660,47;3978,98;10839,62;1139,26;1296,38;1754,13;2241,78;1597,91;
Montividiu;2013;1794,39;1935,98;2832,27;8906,35;1240,73;1442,25;1759,79;1897,76;1849,67;
Montividiu;2014;1908,41;1783,72;2597,05;;1423,06;1684,41;1915,49;1951,69;1978,61;
Montividiu;2015;1816,23;1880,08;2173,44;;1325,65;1723,55;2187,93;1357,75;2090,83;
